entrant_level,campus,fall_term,count_category,ethnicity,n
freshman,Merced,2017,applicants,American Indian,82
freshman,Merced,2018,applicants,American Indian,78
freshman,Merced,2019,applicants,American Indian,76
freshman,Merced,2020,applicants,American Indian,79
freshman,Merced,2021,applicants,American Indian,75
freshman,Merced,2022,applicants,American Indian,111
freshman,Merced,2023,applicants,American Indian,115
freshman,Merced,2024,applicants,American Indian,132
freshman,Merced,2025,applicants,American Indian,205
freshman,Merced,2017,applicants,Asian,5441
freshman,Merced,2018,applicants,Asian,6022
freshman,Merced,2019,applicants,Asian,6380
freshman,Merced,2020,applicants,Asian,6294
freshman,Merced,2021,applicants,Asian,7624
freshman,Merced,2022,applicants,Asian,8946
freshman,Merced,2023,applicants,Asian,9269
freshman,Merced,2024,applicants,Asian,9401
freshman,Merced,2025,applicants,Asian,15808
freshman,Merced,2017,applicants,Hispanic/Latino(a),11204
freshman,Merced,2018,applicants,Hispanic/Latino(a),13028
freshman,Merced,2019,applicants,Hispanic/Latino(a),12918
freshman,Merced,2020,applicants,Hispanic/Latino(a),13231
freshman,Merced,2021,applicants,Hispanic/Latino(a),12793
freshman,Merced,2022,applicants,Hispanic/Latino(a),12407
freshman,Merced,2023,applicants,Hispanic/Latino(a),12029
freshman,Merced,2024,applicants,Hispanic/Latino(a),12223
freshman,Merced,2025,applicants,Hispanic/Latino(a),19235
freshman,Merced,2017,applicants,Pacific Islander,71
freshman,Merced,2018,applicants,Pacific Islander,100
freshman,Merced,2019,applicants,Pacific Islander,88
freshman,Merced,2020,applicants,Pacific Islander,71
freshman,Merced,2021,applicants,Pacific Islander,90
freshman,Merced,2022,applicants,Pacific Islander,95
freshman,Merced,2023,applicants,Pacific Islander,89
freshman,Merced,2024,applicants,Pacific Islander,92
freshman,Merced,2025,applicants,Pacific Islander,140
freshman,Merced,2017,applicants,White,2400
freshman,Merced,2018,applicants,White,2395
freshman,Merced,2019,applicants,White,2347
freshman,Merced,2020,applicants,White,2351
freshman,Merced,2021,applicants,White,2876
freshman,Merced,2022,applicants,White,3351
freshman,Merced,2023,applicants,White,3247
freshman,Merced,2024,applicants,White,3001
freshman,Merced,2025,applicants,White,4925
freshman,Merced,2017,applicants,Unknown,516
freshman,Merced,2018,applicants,Unknown,631
freshman,Merced,2019,applicants,Unknown,577
freshman,Merced,2020,applicants,Unknown,656
freshman,Merced,2021,applicants,Unknown,571
freshman,Merced,2022,applicants,Unknown,612
freshman,Merced,2023,applicants,Unknown,648
freshman,Merced,2024,applicants,Unknown,883
freshman,Merced,2025,applicants,Unknown,1262
freshman,Merced,2017,applicants,International,1305
freshman,Merced,2018,applicants,International,1208
freshman,Merced,2019,applicants,International,1394
freshman,Merced,2020,applicants,International,1537
freshman,Merced,2021,applicants,International,1823
freshman,Merced,2022,applicants,International,2316
freshman,Merced,2023,applicants,International,2810
freshman,Merced,2024,applicants,International,4114
freshman,Merced,2025,applicants,International,4843
freshman,Merced,2017,admits,African American,888
freshman,Merced,2018,admits,African American,909
freshman,Merced,2019,admits,African American,1000
freshman,Merced,2020,admits,African American,1289
freshman,Merced,2021,admits,African American,1542
freshman,Merced,2022,admits,African American,1737
freshman,Merced,2023,admits,African American,1628
freshman,Merced,2024,admits,African American,1774
freshman,Merced,2025,admits,African American,2693
freshman,Merced,2017,admits,American Indian,62
freshman,Merced,2018,admits,American Indian,60
freshman,Merced,2019,admits,American Indian,57
freshman,Merced,2020,admits,American Indian,67
freshman,Merced,2021,admits,American Indian,67
freshman,Merced,2022,admits,American Indian,93
freshman,Merced,2023,admits,American Indian,97
freshman,Merced,2024,admits,American Indian,122
freshman,Merced,2025,admits,American Indian,198
freshman,Merced,2017,admits,Asian,4321
freshman,Merced,2018,admits,Asian,4579
freshman,Merced,2019,admits,Asian,5208
freshman,Merced,2020,admits,Asian,5713
freshman,Merced,2021,admits,Asian,6971
freshman,Merced,2022,admits,Asian,8410
freshman,Merced,2023,admits,Asian,8657
freshman,Merced,2024,admits,Asian,8844
freshman,Merced,2025,admits,Asian,15381
freshman,Merced,2017,admits,Hispanic/Latino(a),7452
freshman,Merced,2018,admits,Hispanic/Latino(a),8246
freshman,Merced,2019,admits,Hispanic/Latino(a),8893
freshman,Merced,2020,admits,Hispanic/Latino(a),11303
freshman,Merced,2021,admits,Hispanic/Latino(a),11165
freshman,Merced,2022,admits,Hispanic/Latino(a),11239
freshman,Merced,2023,admits,Hispanic/Latino(a),10743
freshman,Merced,2024,admits,Hispanic/Latino(a),11137
freshman,Merced,2025,admits,Hispanic/Latino(a),18289
freshman,Merced,2017,admits,Pacific Islander,49
freshman,Merced,2018,admits,Pacific Islander,65
freshman,Merced,2019,admits,Pacific Islander,55
freshman,Merced,2020,admits,Pacific Islander,60
freshman,Merced,2021,admits,Pacific Islander,75
freshman,Merced,2022,admits,Pacific Islander,86
freshman,Merced,2023,admits,Pacific Islander,70
freshman,Merced,2024,admits,Pacific Islander,83
freshman,Merced,2025,admits,Pacific Islander,133
freshman,Merced,2017,admits,White,1941
freshman,Merced,2018,admits,White,1813
freshman,Merced,2019,admits,White,1977
freshman,Merced,2020,admits,White,2119
freshman,Merced,2021,admits,White,2643
freshman,Merced,2022,admits,White,3148
freshman,Merced,2023,admits,White,3024
freshman,Merced,2024,admits,White,2808
freshman,Merced,2025,admits,White,4773
freshman,Merced,2017,admits,Unknown,368
freshman,Merced,2018,admits,Unknown,409
freshman,Merced,2019,admits,Unknown,423
freshman,Merced,2020,admits,Unknown,563
freshman,Merced,2021,admits,Unknown,522
freshman,Merced,2022,admits,Unknown,568
freshman,Merced,2023,admits,Unknown,602
freshman,Merced,2024,admits,Unknown,832
freshman,Merced,2025,admits,Unknown,1225
freshman,Merced,2017,admits,International,581
freshman,Merced,2018,admits,International,547
freshman,Merced,2019,admits,International,681
freshman,Merced,2020,admits,International,868
freshman,Merced,2021,admits,International,1084
freshman,Merced,2022,admits,International,1485
freshman,Merced,2023,admits,International,1777
freshman,Merced,2024,admits,International,3306
freshman,Merced,2025,admits,International,3873
freshman,Merced,2017,enrollees,African American,160
freshman,Merced,2018,enrollees,African American,147
freshman,Merced,2019,enrollees,African American,134
freshman,Merced,2020,enrollees,African American,150
freshman,Merced,2021,enrollees,African American,188
freshman,Merced,2022,enrollees,African American,197
freshman,Merced,2023,enrollees,African American,213
freshman,Merced,2024,enrollees,African American,205
freshman,Merced,2025,enrollees,African American,170
freshman,Merced,2017,enrollees,American Indian,13
freshman,Merced,2018,enrollees,American Indian,10
freshman,Merced,2019,enrollees,American Indian,5
freshman,Merced,2020,enrollees,American Indian,9
freshman,Merced,2022,enrollees,American Indian,6
freshman,Merced,2023,enrollees,American Indian,14
freshman,Merced,2024,enrollees,American Indian,16
freshman,Merced,2025,enrollees,American Indian,16
freshman,Merced,2017,enrollees,Asian,432
freshman,Merced,2018,enrollees,Asian,452
freshman,Merced,2019,enrollees,Asian,438
freshman,Merced,2020,enrollees,Asian,311
freshman,Merced,2021,enrollees,Asian,588
freshman,Merced,2022,enrollees,Asian,686
freshman,Merced,2023,enrollees,Asian,646
freshman,Merced,2024,enrollees,Asian,549
freshman,Merced,2025,enrollees,Asian,443
freshman,Merced,2017,enrollees,Hispanic/Latino(a),1441
freshman,Merced,2018,enrollees,Hispanic/Latino(a),1380
freshman,Merced,2019,enrollees,Hispanic/Latino(a),1328
freshman,Merced,2020,enrollees,Hispanic/Latino(a),1308
freshman,Merced,2021,enrollees,Hispanic/Latino(a),1358
freshman,Merced,2022,enrollees,Hispanic/Latino(a),1231
freshman,Merced,2023,enrollees,Hispanic/Latino(a),1298
freshman,Merced,2024,enrollees,Hispanic/Latino(a),1088
freshman,Merced,2025,enrollees,Hispanic/Latino(a),1136
freshman,Merced,2017,enrollees,Pacific Islander,6
freshman,Merced,2018,enrollees,Pacific Islander,8
freshman,Merced,2019,enrollees,Pacific Islander,7
freshman,Merced,2021,enrollees,Pacific Islander,9
freshman,Merced,2022,enrollees,Pacific Islander,6
freshman,Merced,2024,enrollees,Pacific Islander,10
freshman,Merced,2025,enrollees,Pacific Islander,6
freshman,Merced,2017,enrollees,White,193
freshman,Merced,2018,enrollees,White,169
freshman,Merced,2019,enrollees,White,145
freshman,Merced,2020,enrollees,White,129
freshman,Merced,2021,enrollees,White,213
freshman,Merced,2022,enrollees,White,225
freshman,Merced,2023,enrollees,White,211
freshman,Merced,2024,enrollees,White,173
freshman,Merced,2025,enrollees,White,166
freshman,Merced,2017,enrollees,Unknown,39
freshman,Merced,2018,enrollees,Unknown,40
freshman,Merced,2019,enrollees,Unknown,36
freshman,Merced,2020,enrollees,Unknown,33
freshman,Merced,2021,enrollees,Unknown,43
freshman,Merced,2022,enrollees,Unknown,31
freshman,Merced,2023,enrollees,Unknown,26
freshman,Merced,2024,enrollees,Unknown,30
freshman,Merced,2025,enrollees,Unknown,22
freshman,Merced,2017,enrollees,International,8
freshman,Merced,2018,enrollees,International,8
freshman,Merced,2019,enrollees,International,12
freshman,Merced,2022,enrollees,International,10
freshman,Merced,2024,enrollees,International,22
freshman,Merced,2025,enrollees,International,23
freshman,Riverside,2017,applicants,African American,2835
freshman,Riverside,2018,applicants,African American,3248
freshman,Riverside,2019,applicants,African American,3032
freshman,Riverside,2020,applicants,African American,2995
freshman,Riverside,2021,applicants,African American,3446
freshman,Riverside,2022,applicants,African American,3274
freshman,Riverside,2023,applicants,African American,3304
freshman,Riverside,2024,applicants,African American,3564
freshman,Riverside,2025,applicants,African American,4383
freshman,Riverside,2017,applicants,American Indian,166
freshman,Riverside,2018,applicants,American Indian,151
freshman,Riverside,2019,applicants,American Indian,136
freshman,Riverside,2020,applicants,American Indian,145
freshman,Riverside,2021,applicants,American Indian,113
freshman,Riverside,2022,applicants,American Indian,159
freshman,Riverside,2023,applicants,American Indian,200
freshman,Riverside,2024,applicants,American Indian,209
freshman,Riverside,2025,applicants,American Indian,269
freshman,Riverside,2017,applicants,Asian,12835
freshman,Riverside,2018,applicants,Asian,14741
freshman,Riverside,2019,applicants,Asian,14931
freshman,Riverside,2020,applicants,Asian,15322
freshman,Riverside,2021,applicants,Asian,16855
freshman,Riverside,2022,applicants,Asian,18685
freshman,Riverside,2023,applicants,Asian,20038
freshman,Riverside,2024,applicants,Asian,19730
freshman,Riverside,2025,applicants,Asian,24768
freshman,Riverside,2017,applicants,Hispanic/Latino(a),18296
freshman,Riverside,2018,applicants,Hispanic/Latino(a),20874
freshman,Riverside,2019,applicants,Hispanic/Latino(a),20396
freshman,Riverside,2020,applicants,Hispanic/Latino(a),20163
freshman,Riverside,2021,applicants,Hispanic/Latino(a),20511
freshman,Riverside,2022,applicants,Hispanic/Latino(a),19849
freshman,Riverside,2023,applicants,Hispanic/Latino(a),19995
freshman,Riverside,2024,applicants,Hispanic/Latino(a),21034
freshman,Riverside,2025,applicants,Hispanic/Latino(a),25827
freshman,Riverside,2017,applicants,Pacific Islander,97
freshman,Riverside,2018,applicants,Pacific Islander,114
freshman,Riverside,2019,applicants,Pacific Islander,121
freshman,Riverside,2020,applicants,Pacific Islander,96
freshman,Riverside,2021,applicants,Pacific Islander,116
freshman,Riverside,2022,applicants,Pacific Islander,117
freshman,Riverside,2023,applicants,Pacific Islander,118
freshman,Riverside,2024,applicants,Pacific Islander,104
freshman,Riverside,2025,applicants,Pacific Islander,150
freshman,Riverside,2017,applicants,White,4692
freshman,Riverside,2018,applicants,White,4955
freshman,Riverside,2019,applicants,White,4946
freshman,Riverside,2020,applicants,White,4840
freshman,Riverside,2021,applicants,White,5651
freshman,Riverside,2022,applicants,White,5899
freshman,Riverside,2023,applicants,White,5988
freshman,Riverside,2024,applicants,White,5830
freshman,Riverside,2025,applicants,White,7233
freshman,Riverside,2017,applicants,Unknown,1015
freshman,Riverside,2018,applicants,Unknown,1214
freshman,Riverside,2019,applicants,Unknown,1046
freshman,Riverside,2020,applicants,Unknown,1186
freshman,Riverside,2021,applicants,Unknown,1142
freshman,Riverside,2022,applicants,Unknown,1096
freshman,Riverside,2023,applicants,Unknown,1313
freshman,Riverside,2024,applicants,Unknown,1571
freshman,Riverside,2025,applicants,Unknown,1856
freshman,Riverside,2017,applicants,International,3736
freshman,Riverside,2018,applicants,International,3782
freshman,Riverside,2019,applicants,International,4908
freshman,Riverside,2020,applicants,International,4695
freshman,Riverside,2021,applicants,International,4843
freshman,Riverside,2022,applicants,International,5605
freshman,Riverside,2023,applicants,International,5987
freshman,Riverside,2024,applicants,International,6006
freshman,Riverside,2025,applicants,International,6377
freshman,Riverside,2017,admits,African American,1195
freshman,Riverside,2018,admits,African American,1178
freshman,Riverside,2019,admits,African American,1174
freshman,Riverside,2020,admits,African American,1484
freshman,Riverside,2021,admits,African American,1714
freshman,Riverside,2022,admits,African American,1759
freshman,Riverside,2023,admits,African American,1874
freshman,Riverside,2024,admits,African American,2297
freshman,Riverside,2025,admits,African American,3413
freshman,Riverside,2017,admits,American Indian,93
freshman,Riverside,2018,admits,American Indian,83
freshman,Riverside,2019,admits,American Indian,76
freshman,Riverside,2020,admits,American Indian,86
freshman,Riverside,2021,admits,American Indian,66
freshman,Riverside,2022,admits,American Indian,102
freshman,Riverside,2023,admits,American Indian,123
freshman,Riverside,2024,admits,American Indian,172
freshman,Riverside,2025,admits,American Indian,243
freshman,Riverside,2017,admits,Asian,9369
freshman,Riverside,2018,admits,Asian,10054
freshman,Riverside,2019,admits,Asian,11078
freshman,Riverside,2020,admits,Asian,12603
freshman,Riverside,2021,admits,Asian,12722
freshman,Riverside,2022,admits,Asian,14496
freshman,Riverside,2023,admits,Asian,15349
freshman,Riverside,2024,admits,Asian,16359
freshman,Riverside,2025,admits,Asian,22547
freshman,Riverside,2017,admits,Hispanic/Latino(a),7962
freshman,Riverside,2018,admits,Hispanic/Latino(a),7696
freshman,Riverside,2019,admits,Hispanic/Latino(a),8709
freshman,Riverside,2020,admits,Hispanic/Latino(a),10435
freshman,Riverside,2021,admits,Hispanic/Latino(a),11437
freshman,Riverside,2022,admits,Hispanic/Latino(a),11735
freshman,Riverside,2023,admits,Hispanic/Latino(a),12330
freshman,Riverside,2024,admits,Hispanic/Latino(a),14412
freshman,Riverside,2025,admits,Hispanic/Latino(a),21505
freshman,Riverside,2017,admits,Pacific Islander,45
freshman,Riverside,2018,admits,Pacific Islander,47
freshman,Riverside,2019,admits,Pacific Islander,58
freshman,Riverside,2020,admits,Pacific Islander,60
freshman,Riverside,2021,admits,Pacific Islander,66
freshman,Riverside,2022,admits,Pacific Islander,77
freshman,Riverside,2023,admits,Pacific Islander,79
freshman,Riverside,2024,admits,Pacific Islander,80
freshman,Riverside,2025,admits,Pacific Islander,129
freshman,Riverside,2017,admits,White,3327
freshman,Riverside,2018,admits,White,3157
freshman,Riverside,2019,admits,White,3449
freshman,Riverside,2020,admits,White,3764
freshman,Riverside,2021,admits,White,3955
freshman,Riverside,2022,admits,White,4250
freshman,Riverside,2023,admits,White,4343
freshman,Riverside,2024,admits,White,4661
freshman,Riverside,2025,admits,White,6526
freshman,Riverside,2017,admits,Unknown,645
freshman,Riverside,2018,admits,Unknown,664
freshman,Riverside,2019,admits,Unknown,661
freshman,Riverside,2020,admits,Unknown,835
freshman,Riverside,2021,admits,Unknown,901
freshman,Riverside,2022,admits,Unknown,846
freshman,Riverside,2023,admits,Unknown,1009
freshman,Riverside,2024,admits,Unknown,1326
freshman,Riverside,2025,admits,Unknown,1714
freshman,Riverside,2017,admits,International,2038
freshman,Riverside,2018,admits,International,1941
freshman,Riverside,2019,admits,International,2779
freshman,Riverside,2020,admits,International,3255
freshman,Riverside,2021,admits,International,3576
freshman,Riverside,2022,admits,International,4298
freshman,Riverside,2023,admits,International,4651
freshman,Riverside,2024,admits,International,5036
freshman,Riverside,2025,admits,International,5235
freshman,Riverside,2017,enrollees,African American,244
freshman,Riverside,2018,enrollees,African American,223
freshman,Riverside,2019,enrollees,African American,229
freshman,Riverside,2020,enrollees,African American,276
freshman,Riverside,2021,enrollees,African American,259
freshman,Riverside,2022,enrollees,African American,295
freshman,Riverside,2023,enrollees,African American,322
freshman,Riverside,2024,enrollees,African American,363
freshman,Riverside,2025,enrollees,African American,472
freshman,Riverside,2018,enrollees,American Indian,14
freshman,Riverside,2019,enrollees,American Indian,9
freshman,Riverside,2020,enrollees,American Indian,11
freshman,Riverside,2021,enrollees,American Indian,7
freshman,Riverside,2022,enrollees,American Indian,7
freshman,Riverside,2023,enrollees,American Indian,11
freshman,Riverside,2024,enrollees,American Indian,25
freshman,Riverside,2025,enrollees,American Indian,30
freshman,Riverside,2017,enrollees,Asian,1814
freshman,Riverside,2018,enrollees,Asian,1927
freshman,Riverside,2019,enrollees,Asian,2122
freshman,Riverside,2020,enrollees,Asian,1908
freshman,Riverside,2021,enrollees,Asian,2193
freshman,Riverside,2022,enrollees,Asian,2448
freshman,Riverside,2023,enrollees,Asian,2138
freshman,Riverside,2024,enrollees,Asian,2176
freshman,Riverside,2025,enrollees,Asian,2484
freshman,Riverside,2017,enrollees,Hispanic/Latino(a),1797
freshman,Riverside,2018,enrollees,Hispanic/Latino(a),1680
freshman,Riverside,2019,enrollees,Hispanic/Latino(a),1685
freshman,Riverside,2020,enrollees,Hispanic/Latino(a),1980
freshman,Riverside,2021,enrollees,Hispanic/Latino(a),1970
freshman,Riverside,2022,enrollees,Hispanic/Latino(a),1922
freshman,Riverside,2023,enrollees,Hispanic/Latino(a),2213
freshman,Riverside,2024,enrollees,Hispanic/Latino(a),2048
freshman,Riverside,2025,enrollees,Hispanic/Latino(a),2877
freshman,Riverside,2018,enrollees,Pacific Islander,6
freshman,Riverside,2019,enrollees,Pacific Islander,7
freshman,Riverside,2020,enrollees,Pacific Islander,14
freshman,Riverside,2021,enrollees,Pacific Islander,14
freshman,Riverside,2022,enrollees,Pacific Islander,11
freshman,Riverside,2023,enrollees,Pacific Islander,13
freshman,Riverside,2024,enrollees,Pacific Islander,9
freshman,Riverside,2025,enrollees,Pacific Islander,10
freshman,Riverside,2017,enrollees,White,492
freshman,Riverside,2018,enrollees,White,453
freshman,Riverside,2019,enrollees,White,487
freshman,Riverside,2020,enrollees,White,463
freshman,Riverside,2021,enrollees,White,517
freshman,Riverside,2022,enrollees,White,501
freshman,Riverside,2023,enrollees,White,470
freshman,Riverside,2024,enrollees,White,500
freshman,Riverside,2025,enrollees,White,505
freshman,Riverside,2017,enrollees,Unknown,101
freshman,Riverside,2018,enrollees,Unknown,95
freshman,Riverside,2019,enrollees,Unknown,81
freshman,Riverside,2020,enrollees,Unknown,77
freshman,Riverside,2021,enrollees,Unknown,78
freshman,Riverside,2022,enrollees,Unknown,82
freshman,Riverside,2023,enrollees,Unknown,96
freshman,Riverside,2024,enrollees,Unknown,104
freshman,Riverside,2025,enrollees,Unknown,87
freshman,Riverside,2017,enrollees,International,135
freshman,Riverside,2018,enrollees,International,131
freshman,Riverside,2019,enrollees,International,157
freshman,Riverside,2020,enrollees,International,128
freshman,Riverside,2021,enrollees,International,165
freshman,Riverside,2022,enrollees,International,307
freshman,Riverside,2023,enrollees,International,258
freshman,Riverside,2024,enrollees,International,197
freshman,Riverside,2025,enrollees,International,217
freshman,San Diego,2017,applicants,African American,3989
freshman,San Diego,2018,applicants,African American,4327
freshman,San Diego,2019,applicants,African American,4554
freshman,San Diego,2020,applicants,African American,4806
freshman,San Diego,2021,applicants,African American,6187
freshman,San Diego,2022,applicants,African American,6794
freshman,San Diego,2023,applicants,African American,6672
freshman,San Diego,2024,applicants,African American,7023
freshman,San Diego,2025,applicants,African American,6906
freshman,San Diego,2017,applicants,American Indian,382
freshman,San Diego,2018,applicants,American Indian,412
freshman,San Diego,2019,applicants,American Indian,349
freshman,San Diego,2020,applicants,American Indian,387
freshman,San Diego,2021,applicants,American Indian,437
freshman,San Diego,2022,applicants,American Indian,615
freshman,San Diego,2023,applicants,American Indian,664
freshman,San Diego,2024,applicants,American Indian,685
freshman,San Diego,2025,applicants,American Indian,679
freshman,San Diego,2017,applicants,Asian,26712
freshman,San Diego,2018,applicants,Asian,30404
freshman,San Diego,2019,applicants,Asian,31070
freshman,San Diego,2020,applicants,Asian,31723
freshman,San Diego,2021,applicants,Asian,36659
freshman,San Diego,2022,applicants,Asian,41978
freshman,San Diego,2023,applicants,Asian,42938
freshman,San Diego,2024,applicants,Asian,44080
freshman,San Diego,2025,applicants,Asian,45168
freshman,San Diego,2017,applicants,Hispanic/Latino(a),18804
freshman,San Diego,2018,applicants,Hispanic/Latino(a),20815
freshman,San Diego,2019,applicants,Hispanic/Latino(a),21299
freshman,San Diego,2020,applicants,Hispanic/Latino(a),21961
freshman,San Diego,2021,applicants,Hispanic/Latino(a),25883
freshman,San Diego,2022,applicants,Hispanic/Latino(a),29114
freshman,San Diego,2023,applicants,Hispanic/Latino(a),29942
freshman,San Diego,2024,applicants,Hispanic/Latino(a),31648
freshman,San Diego,2025,applicants,Hispanic/Latino(a),31183
freshman,San Diego,2017,applicants,Pacific Islander,248
freshman,San Diego,2018,applicants,Pacific Islander,234
freshman,San Diego,2019,applicants,Pacific Islander,229
freshman,San Diego,2020,applicants,Pacific Islander,234
freshman,San Diego,2021,applicants,Pacific Islander,292
freshman,San Diego,2022,applicants,Pacific Islander,309
freshman,San Diego,2023,applicants,Pacific Islander,316
freshman,San Diego,2024,applicants,Pacific Islander,288
freshman,San Diego,2025,applicants,Pacific Islander,296
freshman,San Diego,2017,applicants,White,18033
freshman,San Diego,2018,applicants,White,19098
freshman,San Diego,2019,applicants,White,19210
freshman,San Diego,2020,applicants,White,18572
freshman,San Diego,2021,applicants,White,24571
freshman,San Diego,2022,applicants,White,25962
freshman,San Diego,2023,applicants,White,24856
freshman,San Diego,2024,applicants,White,24211
freshman,San Diego,2025,applicants,White,23497
freshman,San Diego,2017,applicants,Unknown,2368
freshman,San Diego,2018,applicants,Unknown,2859
freshman,San Diego,2019,applicants,Unknown,2555
freshman,San Diego,2020,applicants,Unknown,3105
freshman,San Diego,2021,applicants,Unknown,3221
freshman,San Diego,2022,applicants,Unknown,3398
freshman,San Diego,2023,applicants,Unknown,3538
freshman,San Diego,2024,applicants,Unknown,4715
freshman,San Diego,2025,applicants,Unknown,4774
freshman,San Diego,2017,applicants,International,17912
freshman,San Diego,2018,applicants,International,19749
freshman,San Diego,2019,applicants,International,19858
freshman,San Diego,2020,applicants,International,19274
freshman,San Diego,2021,applicants,International,21133
freshman,San Diego,2022,applicants,International,23059
freshman,San Diego,2023,applicants,International,21909
freshman,San Diego,2024,applicants,International,21800
freshman,San Diego,2025,applicants,International,24224
freshman,San Diego,2017,admits,African American,782
freshman,San Diego,2018,admits,African American,784
freshman,San Diego,2019,admits,African American,994
freshman,San Diego,2020,admits,African American,1099
freshman,San Diego,2021,admits,African American,1613
freshman,San Diego,2022,admits,African American,1237
freshman,San Diego,2023,admits,African American,1229
freshman,San Diego,2024,admits,African American,1369
freshman,San Diego,2025,admits,African American,1292
freshman,San Diego,2017,admits,American Indian,127
freshman,San Diego,2018,admits,American Indian,108
freshman,San Diego,2019,admits,American Indian,112
freshman,San Diego,2020,admits,American Indian,138
freshman,San Diego,2021,admits,American Indian,187
freshman,San Diego,2022,admits,American Indian,153
freshman,San Diego,2023,admits,American Indian,170
freshman,San Diego,2024,admits,American Indian,175
freshman,San Diego,2025,admits,American Indian,187
freshman,San Diego,2017,admits,Asian,10697
freshman,San Diego,2018,admits,Asian,10246
freshman,San Diego,2019,admits,Asian,11119
freshman,San Diego,2020,admits,Asian,14115
freshman,San Diego,2021,admits,Asian,13889
freshman,San Diego,2022,admits,Asian,11295
freshman,San Diego,2023,admits,Asian,11405
freshman,San Diego,2024,admits,Asian,12796
freshman,San Diego,2025,admits,Asian,13518
freshman,San Diego,2017,admits,Hispanic/Latino(a),4955
freshman,San Diego,2018,admits,Hispanic/Latino(a),5189
freshman,San Diego,2019,admits,Hispanic/Latino(a),5556
freshman,San Diego,2020,admits,Hispanic/Latino(a),5764
freshman,San Diego,2021,admits,Hispanic/Latino(a),7767
freshman,San Diego,2022,admits,Hispanic/Latino(a),8155
freshman,San Diego,2023,admits,Hispanic/Latino(a),8326
freshman,San Diego,2024,admits,Hispanic/Latino(a),8901
freshman,San Diego,2025,admits,Hispanic/Latino(a),8079
freshman,San Diego,2017,admits,Pacific Islander,61
freshman,San Diego,2018,admits,Pacific Islander,48
freshman,San Diego,2019,admits,Pacific Islander,50
freshman,San Diego,2020,admits,Pacific Islander,66
freshman,San Diego,2021,admits,Pacific Islander,97
freshman,San Diego,2022,admits,Pacific Islander,54
freshman,San Diego,2023,admits,Pacific Islander,50
freshman,San Diego,2024,admits,Pacific Islander,60
freshman,San Diego,2025,admits,Pacific Islander,67
freshman,San Diego,2017,admits,White,6650
freshman,San Diego,2018,admits,White,6345
freshman,San Diego,2019,admits,White,6677
freshman,San Diego,2020,admits,White,7597
freshman,San Diego,2021,admits,White,9062
freshman,San Diego,2022,admits,White,5726
freshman,San Diego,2023,admits,White,6105
freshman,San Diego,2024,admits,White,6274
freshman,San Diego,2025,admits,White,6566
freshman,San Diego,2017,admits,Unknown,1030
freshman,San Diego,2018,admits,Unknown,1021
freshman,San Diego,2019,admits,Unknown,1033
freshman,San Diego,2020,admits,Unknown,1475
freshman,San Diego,2021,admits,Unknown,1385
freshman,San Diego,2022,admits,Unknown,963
freshman,San Diego,2023,admits,Unknown,983
freshman,San Diego,2024,admits,Unknown,1479
freshman,San Diego,2025,admits,Unknown,1604
freshman,San Diego,2017,admits,International,5759
freshman,San Diego,2018,admits,International,5687
freshman,San Diego,2019,admits,International,5659
freshman,San Diego,2020,admits,International,6379
freshman,San Diego,2021,admits,International,6496
freshman,San Diego,2022,admits,International,3519
freshman,San Diego,2023,admits,International,3793
freshman,San Diego,2024,admits,International,4862
freshman,San Diego,2025,admits,International,7144
freshman,San Diego,2017,enrollees,African American,130
freshman,San Diego,2018,enrollees,African American,164
freshman,San Diego,2019,enrollees,African American,179
freshman,San Diego,2020,enrollees,African American,196
freshman,San Diego,2021,enrollees,African American,222
freshman,San Diego,2022,enrollees,African American,253
freshman,San Diego,2023,enrollees,African American,266
freshman,San Diego,2024,enrollees,African American,248
freshman,San Diego,2025,enrollees,African American,213
freshman,San Diego,2017,enrollees,American Indian,17
freshman,San Diego,2018,enrollees,American Indian,20
freshman,San Diego,2019,enrollees,American Indian,26
freshman,San Diego,2020,enrollees,American Indian,28
freshman,San Diego,2021,enrollees,American Indian,30
freshman,San Diego,2022,enrollees,American Indian,24
freshman,San Diego,2023,enrollees,American Indian,21
freshman,San Diego,2024,enrollees,American Indian,39
freshman,San Diego,2025,enrollees,American Indian,29
freshman,San Diego,2017,enrollees,Asian,2100
freshman,San Diego,2018,enrollees,Asian,2541
freshman,San Diego,2019,enrollees,Asian,2213
freshman,San Diego,2020,enrollees,Asian,2702
freshman,San Diego,2021,enrollees,Asian,2889
freshman,San Diego,2022,enrollees,Asian,2596
freshman,San Diego,2023,enrollees,Asian,2683
freshman,San Diego,2024,enrollees,Asian,2965
freshman,San Diego,2025,enrollees,Asian,3064
freshman,San Diego,2017,enrollees,Hispanic/Latino(a),1301
freshman,San Diego,2018,enrollees,Hispanic/Latino(a),1503
freshman,San Diego,2019,enrollees,Hispanic/Latino(a),1432
freshman,San Diego,2020,enrollees,Hispanic/Latino(a),1134
freshman,San Diego,2021,enrollees,Hispanic/Latino(a),1629
freshman,San Diego,2022,enrollees,Hispanic/Latino(a),1960
freshman,San Diego,2023,enrollees,Hispanic/Latino(a),2122
freshman,San Diego,2024,enrollees,Hispanic/Latino(a),2018
freshman,San Diego,2025,enrollees,Hispanic/Latino(a),1783
freshman,San Diego,2017,enrollees,Pacific Islander,9
freshman,San Diego,2018,enrollees,Pacific Islander,15
freshman,San Diego,2019,enrollees,Pacific Islander,6
