entrant_level,campus,fall_term,count_category,ethnicity,n
transfer,Los Angeles,2017,enrollees,International,493
transfer,Los Angeles,2018,enrollees,International,553
transfer,Los Angeles,2019,enrollees,International,501
transfer,Los Angeles,2020,enrollees,International,603
transfer,Los Angeles,2021,enrollees,International,469
transfer,Los Angeles,2022,enrollees,International,296
transfer,Los Angeles,2023,enrollees,International,266
transfer,Los Angeles,2024,enrollees,International,348
transfer,Los Angeles,2025,enrollees,International,495
transfer,Merced,2017,applicants,African American,235
transfer,Merced,2018,applicants,African American,233
transfer,Merced,2019,applicants,African American,288
transfer,Merced,2020,applicants,African American,274
transfer,Merced,2021,applicants,African American,362
transfer,Merced,2022,applicants,African American,293
transfer,Merced,2023,applicants,African American,337
transfer,Merced,2024,applicants,African American,298
transfer,Merced,2025,applicants,African American,423
transfer,Merced,2017,applicants,American Indian,20
transfer,Merced,2018,applicants,American Indian,20
transfer,Merced,2019,applicants,American Indian,22
transfer,Merced,2020,applicants,American Indian,19
transfer,Merced,2021,applicants,American Indian,19
transfer,Merced,2022,applicants,American Indian,27
transfer,Merced,2023,applicants,American Indian,41
transfer,Merced,2024,applicants,American Indian,30
transfer,Merced,2025,applicants,American Indian,55
transfer,Merced,2017,applicants,Asian,970
transfer,Merced,2018,applicants,Asian,963
transfer,Merced,2019,applicants,Asian,980
transfer,Merced,2020,applicants,Asian,1028
transfer,Merced,2021,applicants,Asian,1283
transfer,Merced,2022,applicants,Asian,1236
transfer,Merced,2023,applicants,Asian,1122
transfer,Merced,2024,applicants,Asian,1086
transfer,Merced,2025,applicants,Asian,1421
transfer,Merced,2017,applicants,Hispanic/Latino(a),1038
transfer,Merced,2018,applicants,Hispanic/Latino(a),1258
transfer,Merced,2019,applicants,Hispanic/Latino(a),1316
transfer,Merced,2020,applicants,Hispanic/Latino(a),1435
transfer,Merced,2021,applicants,Hispanic/Latino(a),1776
transfer,Merced,2022,applicants,Hispanic/Latino(a),1367
transfer,Merced,2023,applicants,Hispanic/Latino(a),1331
transfer,Merced,2024,applicants,Hispanic/Latino(a),1283
transfer,Merced,2025,applicants,Hispanic/Latino(a),1836
transfer,Merced,2017,applicants,Pacific Islander,11
transfer,Merced,2018,applicants,Pacific Islander,15
transfer,Merced,2019,applicants,Pacific Islander,14
transfer,Merced,2020,applicants,Pacific Islander,19
transfer,Merced,2021,applicants,Pacific Islander,36
transfer,Merced,2022,applicants,Pacific Islander,21
transfer,Merced,2023,applicants,Pacific Islander,14
transfer,Merced,2024,applicants,Pacific Islander,13
transfer,Merced,2025,applicants,Pacific Islander,14
transfer,Merced,2017,applicants,White,713
transfer,Merced,2018,applicants,White,706
transfer,Merced,2019,applicants,White,745
transfer,Merced,2020,applicants,White,718
transfer,Merced,2021,applicants,White,966
transfer,Merced,2022,applicants,White,858
transfer,Merced,2023,applicants,White,793
transfer,Merced,2024,applicants,White,684
transfer,Merced,2025,applicants,White,930
transfer,Merced,2017,applicants,Unknown,97
transfer,Merced,2018,applicants,Unknown,96
transfer,Merced,2019,applicants,Unknown,81
transfer,Merced,2020,applicants,Unknown,128
transfer,Merced,2021,applicants,Unknown,96
transfer,Merced,2022,applicants,Unknown,82
transfer,Merced,2023,applicants,Unknown,88
transfer,Merced,2024,applicants,Unknown,79
transfer,Merced,2025,applicants,Unknown,103
transfer,Merced,2017,applicants,International,389
transfer,Merced,2018,applicants,International,405
transfer,Merced,2019,applicants,International,503
transfer,Merced,2020,applicants,International,373
transfer,Merced,2021,applicants,International,424
transfer,Merced,2022,applicants,International,342
transfer,Merced,2023,applicants,International,320
transfer,Merced,2024,applicants,International,313
transfer,Merced,2025,applicants,International,400
transfer,Merced,2017,admits,African American,91
transfer,Merced,2018,admits,African American,108
transfer,Merced,2019,admits,African American,128
transfer,Merced,2020,admits,African American,120
transfer,Merced,2021,admits,African American,193
transfer,Merced,2022,admits,African American,161
transfer,Merced,2023,admits,African American,173
transfer,Merced,2024,admits,African American,156
transfer,Merced,2025,admits,African American,263
transfer,Merced,2019,admits,American Indian,14
transfer,Merced,2020,admits,American Indian,10
transfer,Merced,2021,admits,American Indian,10
transfer,Merced,2022,admits,American Indian,18
transfer,Merced,2023,admits,American Indian,25
transfer,Merced,2025,admits,American Indian,34
transfer,Merced,2017,admits,Asian,485
transfer,Merced,2018,admits,Asian,496
transfer,Merced,2019,admits,Asian,478
transfer,Merced,2020,admits,Asian,508
transfer,Merced,2021,admits,Asian,756
transfer,Merced,2022,admits,Asian,788
transfer,Merced,2023,admits,Asian,760
transfer,Merced,2024,admits,Asian,677
transfer,Merced,2025,admits,Asian,1044
transfer,Merced,2017,admits,Hispanic/Latino(a),562
transfer,Merced,2018,admits,Hispanic/Latino(a),726
transfer,Merced,2019,admits,Hispanic/Latino(a),744
transfer,Merced,2020,admits,Hispanic/Latino(a),837
transfer,Merced,2021,admits,Hispanic/Latino(a),1151
transfer,Merced,2022,admits,Hispanic/Latino(a),889
transfer,Merced,2023,admits,Hispanic/Latino(a),892
transfer,Merced,2024,admits,Hispanic/Latino(a),842
transfer,Merced,2025,admits,Hispanic/Latino(a),1335
transfer,Merced,2019,admits,Pacific Islander,8
transfer,Merced,2020,admits,Pacific Islander,7
transfer,Merced,2021,admits,Pacific Islander,22
transfer,Merced,2022,admits,Pacific Islander,10
transfer,Merced,2025,admits,Pacific Islander,7
transfer,Merced,2017,admits,Unknown,49
transfer,Merced,2018,admits,Unknown,52
transfer,Merced,2019,admits,Unknown,36
transfer,Merced,2020,admits,Unknown,58
transfer,Merced,2021,admits,Unknown,60
transfer,Merced,2022,admits,Unknown,55
transfer,Merced,2023,admits,Unknown,63
transfer,Merced,2024,admits,Unknown,61
transfer,Merced,2025,admits,Unknown,69
transfer,Merced,2017,admits,White,350
transfer,Merced,2018,admits,White,378
transfer,Merced,2019,admits,White,391
transfer,Merced,2020,admits,White,349
transfer,Merced,2021,admits,White,589
transfer,Merced,2022,admits,White,555
transfer,Merced,2023,admits,White,522
transfer,Merced,2024,admits,White,460
transfer,Merced,2025,admits,White,699
transfer,Merced,2017,admits,International,224
transfer,Merced,2018,admits,International,234
transfer,Merced,2019,admits,International,240
transfer,Merced,2020,admits,International,174
transfer,Merced,2021,admits,International,275
transfer,Merced,2022,admits,International,212
transfer,Merced,2023,admits,International,200
transfer,Merced,2024,admits,International,183
transfer,Merced,2025,admits,International,264
transfer,Merced,2017,enrollees,African American,9
transfer,Merced,2018,enrollees,African American,11
transfer,Merced,2019,enrollees,African American,8
transfer,Merced,2020,enrollees,African American,23
transfer,Merced,2021,enrollees,African American,13
transfer,Merced,2022,enrollees,African American,15
transfer,Merced,2023,enrollees,African American,15
transfer,Merced,2024,enrollees,African American,22
transfer,Merced,2025,enrollees,African American,24
transfer,Merced,2017,enrollees,Asian,29
transfer,Merced,2018,enrollees,Asian,29
transfer,Merced,2019,enrollees,Asian,18
transfer,Merced,2020,enrollees,Asian,26
transfer,Merced,2021,enrollees,Asian,67
transfer,Merced,2022,enrollees,Asian,47
transfer,Merced,2023,enrollees,Asian,46
transfer,Merced,2024,enrollees,Asian,41
transfer,Merced,2025,enrollees,Asian,49
transfer,Merced,2017,enrollees,Hispanic/Latino(a),74
transfer,Merced,2018,enrollees,Hispanic/Latino(a),96
transfer,Merced,2019,enrollees,Hispanic/Latino(a),102
transfer,Merced,2020,enrollees,Hispanic/Latino(a),117
transfer,Merced,2021,enrollees,Hispanic/Latino(a),133
transfer,Merced,2022,enrollees,Hispanic/Latino(a),102
transfer,Merced,2023,enrollees,Hispanic/Latino(a),103
transfer,Merced,2024,enrollees,Hispanic/Latino(a),96
transfer,Merced,2025,enrollees,Hispanic/Latino(a),134
transfer,Merced,2017,enrollees,Unknown,5
transfer,Merced,2020,enrollees,Unknown,11
transfer,Merced,2024,enrollees,Unknown,5
transfer,Merced,2017,enrollees,White,34
transfer,Merced,2018,enrollees,White,40
transfer,Merced,2019,enrollees,White,40
transfer,Merced,2020,enrollees,White,22
transfer,Merced,2021,enrollees,White,40
transfer,Merced,2022,enrollees,White,36
transfer,Merced,2023,enrollees,White,34
transfer,Merced,2024,enrollees,White,52
transfer,Merced,2025,enrollees,White,60
transfer,Merced,2018,enrollees,International,7
transfer,Merced,2021,enrollees,International,6
transfer,Merced,2022,enrollees,International,5
transfer,Merced,2023,enrollees,International,5
transfer,Riverside,2017,applicants,African American,706
transfer,Riverside,2018,applicants,African American,843
transfer,Riverside,2019,applicants,African American,868
transfer,Riverside,2020,applicants,African American,989
transfer,Riverside,2021,applicants,African American,1012
transfer,Riverside,2022,applicants,African American,911
transfer,Riverside,2023,applicants,African American,930
transfer,Riverside,2024,applicants,African American,970
transfer,Riverside,2025,applicants,African American,1055
transfer,Riverside,2017,applicants,American Indian,50
transfer,Riverside,2018,applicants,American Indian,65
transfer,Riverside,2019,applicants,American Indian,58
transfer,Riverside,2020,applicants,American Indian,78
transfer,Riverside,2021,applicants,American Indian,48
transfer,Riverside,2022,applicants,American Indian,65
transfer,Riverside,2023,applicants,American Indian,88
transfer,Riverside,2024,applicants,American Indian,87
transfer,Riverside,2025,applicants,American Indian,97
transfer,Riverside,2017,applicants,Asian,2838
transfer,Riverside,2018,applicants,Asian,3189
transfer,Riverside,2019,applicants,Asian,3181
transfer,Riverside,2020,applicants,Asian,3665
transfer,Riverside,2021,applicants,Asian,4107
transfer,Riverside,2022,applicants,Asian,3856
transfer,Riverside,2023,applicants,Asian,3656
transfer,Riverside,2024,applicants,Asian,3702
transfer,Riverside,2025,applicants,Asian,3994
transfer,Riverside,2017,applicants,Hispanic/Latino(a),3323
transfer,Riverside,2018,applicants,Hispanic/Latino(a),4104
transfer,Riverside,2019,applicants,Hispanic/Latino(a),4070
transfer,Riverside,2020,applicants,Hispanic/Latino(a),4746
transfer,Riverside,2021,applicants,Hispanic/Latino(a),5120
transfer,Riverside,2022,applicants,Hispanic/Latino(a),4231
transfer,Riverside,2023,applicants,Hispanic/Latino(a),3973
transfer,Riverside,2024,applicants,Hispanic/Latino(a),4163
transfer,Riverside,2025,applicants,Hispanic/Latino(a),4831
transfer,Riverside,2017,applicants,Pacific Islander,41
transfer,Riverside,2018,applicants,Pacific Islander,33
transfer,Riverside,2019,applicants,Pacific Islander,33
transfer,Riverside,2020,applicants,Pacific Islander,42
transfer,Riverside,2021,applicants,Pacific Islander,37
transfer,Riverside,2022,applicants,Pacific Islander,38
transfer,Riverside,2023,applicants,Pacific Islander,26
transfer,Riverside,2024,applicants,Pacific Islander,37
transfer,Riverside,2025,applicants,Pacific Islander,48
transfer,Riverside,2017,applicants,White,2100
transfer,Riverside,2018,applicants,White,2358
transfer,Riverside,2019,applicants,White,2439
transfer,Riverside,2020,applicants,White,2557
transfer,Riverside,2021,applicants,White,2842
transfer,Riverside,2022,applicants,White,2529
transfer,Riverside,2023,applicants,White,2330
transfer,Riverside,2024,applicants,White,2252
transfer,Riverside,2025,applicants,White,2555
transfer,Riverside,2017,applicants,Unknown,278
transfer,Riverside,2018,applicants,Unknown,305
transfer,Riverside,2019,applicants,Unknown,255
transfer,Riverside,2020,applicants,Unknown,429
transfer,Riverside,2021,applicants,Unknown,227
transfer,Riverside,2022,applicants,Unknown,216
transfer,Riverside,2023,applicants,Unknown,241
transfer,Riverside,2024,applicants,Unknown,227
transfer,Riverside,2025,applicants,Unknown,266
transfer,Riverside,2017,applicants,International,1290
transfer,Riverside,2018,applicants,International,1412
transfer,Riverside,2019,applicants,International,1639
transfer,Riverside,2020,applicants,International,1515
transfer,Riverside,2021,applicants,International,1347
transfer,Riverside,2022,applicants,International,1091
transfer,Riverside,2023,applicants,International,842
transfer,Riverside,2024,applicants,International,830
transfer,Riverside,2025,applicants,International,898
transfer,Riverside,2017,admits,African American,412
transfer,Riverside,2018,admits,African American,482
transfer,Riverside,2019,admits,African American,507
transfer,Riverside,2020,admits,African American,548
transfer,Riverside,2021,admits,African American,510
transfer,Riverside,2022,admits,African American,504
transfer,Riverside,2023,admits,African American,422
transfer,Riverside,2024,admits,African American,477
transfer,Riverside,2025,admits,African American,624
transfer,Riverside,2017,admits,American Indian,28
transfer,Riverside,2018,admits,American Indian,36
transfer,Riverside,2019,admits,American Indian,36
transfer,Riverside,2020,admits,American Indian,48
transfer,Riverside,2021,admits,American Indian,26
transfer,Riverside,2022,admits,American Indian,47
transfer,Riverside,2023,admits,American Indian,46
transfer,Riverside,2024,admits,American Indian,41
transfer,Riverside,2025,admits,American Indian,60
transfer,Riverside,2017,admits,Asian,1826
transfer,Riverside,2018,admits,Asian,2105
transfer,Riverside,2019,admits,Asian,2112
transfer,Riverside,2020,admits,Asian,2305
transfer,Riverside,2021,admits,Asian,2664
transfer,Riverside,2022,admits,Asian,2445
transfer,Riverside,2023,admits,Asian,2107
transfer,Riverside,2024,admits,Asian,2143
transfer,Riverside,2025,admits,Asian,2738
transfer,Riverside,2017,admits,Hispanic/Latino(a),2188
transfer,Riverside,2018,admits,Hispanic/Latino(a),2716
transfer,Riverside,2019,admits,Hispanic/Latino(a),2774
transfer,Riverside,2020,admits,Hispanic/Latino(a),3092
transfer,Riverside,2021,admits,Hispanic/Latino(a),3157
transfer,Riverside,2022,admits,Hispanic/Latino(a),2520
transfer,Riverside,2023,admits,Hispanic/Latino(a),2208
transfer,Riverside,2024,admits,Hispanic/Latino(a),2403
transfer,Riverside,2025,admits,Hispanic/Latino(a),3182
transfer,Riverside,2017,admits,Pacific Islander,27
transfer,Riverside,2018,admits,Pacific Islander,16
transfer,Riverside,2019,admits,Pacific Islander,20
transfer,Riverside,2020,admits,Pacific Islander,17
transfer,Riverside,2021,admits,Pacific Islander,21
transfer,Riverside,2022,admits,Pacific Islander,16
transfer,Riverside,2023,admits,Pacific Islander,14
transfer,Riverside,2024,admits,Pacific Islander,19
transfer,Riverside,2025,admits,Pacific Islander,33
transfer,Riverside,2017,admits,Unknown,163
transfer,Riverside,2018,admits,Unknown,176
transfer,Riverside,2019,admits,Unknown,162
transfer,Riverside,2020,admits,Unknown,262
transfer,Riverside,2021,admits,Unknown,134
transfer,Riverside,2022,admits,Unknown,128
transfer,Riverside,2023,admits,Unknown,142
transfer,Riverside,2024,admits,Unknown,126
transfer,Riverside,2025,admits,Unknown,191
transfer,Riverside,2017,admits,White,1342
transfer,Riverside,2018,admits,White,1505
transfer,Riverside,2019,admits,White,1612
transfer,Riverside,2020,admits,White,1634
transfer,Riverside,2021,admits,White,1745
transfer,Riverside,2022,admits,White,1495
transfer,Riverside,2023,admits,White,1351
transfer,Riverside,2024,admits,White,1312
transfer,Riverside,2025,admits,White,1793
transfer,Riverside,2017,admits,International,964
transfer,Riverside,2018,admits,International,1092
transfer,Riverside,2019,admits,International,1266
transfer,Riverside,2020,admits,International,1127
transfer,Riverside,2021,admits,International,977
transfer,Riverside,2022,admits,International,722
transfer,Riverside,2023,admits,International,513
transfer,Riverside,2024,admits,International,513
transfer,Riverside,2025,admits,International,624
transfer,Riverside,2017,enrollees,African American,98
transfer,Riverside,2018,enrollees,African American,142
transfer,Riverside,2019,enrollees,African American,144
transfer,Riverside,2020,enrollees,African American,174
transfer,Riverside,2021,enrollees,African American,134
transfer,Riverside,2022,enrollees,African American,119
transfer,Riverside,2023,enrollees,African American,99
transfer,Riverside,2024,enrollees,African American,113
transfer,Riverside,2025,enrollees,African American,143
transfer,Riverside,2018,enrollees,American Indian,14
transfer,Riverside,2020,enrollees,American Indian,11
transfer,Riverside,2021,enrollees,American Indian,6
transfer,Riverside,2022,enrollees,American Indian,15
transfer,Riverside,2024,enrollees,American Indian,13
transfer,Riverside,2025,enrollees,American Indian,10
transfer,Riverside,2017,enrollees,Asian,300
transfer,Riverside,2018,enrollees,Asian,394
transfer,Riverside,2019,enrollees,Asian,376
transfer,Riverside,2020,enrollees,Asian,470
transfer,Riverside,2021,enrollees,Asian,567
transfer,Riverside,2022,enrollees,Asian,369
transfer,Riverside,2023,enrollees,Asian,280
transfer,Riverside,2024,enrollees,Asian,275
transfer,Riverside,2025,enrollees,Asian,395
transfer,Riverside,2017,enrollees,Hispanic/Latino(a),584
transfer,Riverside,2018,enrollees,Hispanic/Latino(a),819
transfer,Riverside,2019,enrollees,Hispanic/Latino(a),870
transfer,Riverside,2020,enrollees,Hispanic/Latino(a),913
transfer,Riverside,2021,enrollees,Hispanic/Latino(a),858
transfer,Riverside,2022,enrollees,Hispanic/Latino(a),594
transfer,Riverside,2023,enrollees,Hispanic/Latino(a),563
transfer,Riverside,2024,enrollees,Hispanic/Latino(a),574
transfer,Riverside,2025,enrollees,Hispanic/Latino(a),690
transfer,Riverside,2018,enrollees,Pacific Islander,7
transfer,Riverside,2020,enrollees,Pacific Islander,5
transfer,Riverside,2021,enrollees,Pacific Islander,5
transfer,Riverside,2024,enrollees,Pacific Islander,5
transfer,Riverside,2025,enrollees,Pacific Islander,5
transfer,Riverside,2017,enrollees,Unknown,33
transfer,Riverside,2018,enrollees,Unknown,44
transfer,Riverside,2019,enrollees,Unknown,35
transfer,Riverside,2020,enrollees,Unknown,66
transfer,Riverside,2021,enrollees,Unknown,29
transfer,Riverside,2022,enrollees,Unknown,18
transfer,Riverside,2023,enrollees,Unknown,25
transfer,Riverside,2024,enrollees,Unknown,20
transfer,Riverside,2025,enrollees,Unknown,21
transfer,Riverside,2017,enrollees,White,213
transfer,Riverside,2018,enrollees,White,296
transfer,Riverside,2019,enrollees,White,325
transfer,Riverside,2020,enrollees,White,316
transfer,Riverside,2021,enrollees,White,351
transfer,Riverside,2022,enrollees,White,242
transfer,Riverside,2023,enrollees,White,223
transfer,Riverside,2024,enrollees,White,211
transfer,Riverside,2025,enrollees,White,276
transfer,Riverside,2017,enrollees,International,127
transfer,Riverside,2018,enrollees,International,203
transfer,Riverside,2019,enrollees,International,185
transfer,Riverside,2020,enrollees,International,133
transfer,Riverside,2021,enrollees,International,106
transfer,Riverside,2022,enrollees,International,104
transfer,Riverside,2023,enrollees,International,46
transfer,Riverside,2024,enrollees,International,60
transfer,Riverside,2025,enrollees,International,72
transfer,San Diego,2017,applicants,African American,800
transfer,San Diego,2018,applicants,African American,836
transfer,San Diego,2019,applicants,African American,895
transfer,San Diego,2020,applicants,African American,1044
transfer,San Diego,2021,applicants,African American,1075
transfer,San Diego,2022,applicants,African American,980
transfer,San Diego,2023,applicants,African American,1056
transfer,San Diego,2024,applicants,African American,1153
transfer,San Diego,2025,applicants,African American,1193
transfer,San Diego,2017,applicants,American Indian,93
transfer,San Diego,2018,applicants,American Indian,106
transfer,San Diego,2019,applicants,American Indian,101
transfer,San Diego,2020,applicants,American Indian,129
transfer,San Diego,2021,applicants,American Indian,104
transfer,San Diego,2022,applicants,American Indian,120
transfer,San Diego,2023,applicants,American Indian,177
transfer,San Diego,2024,applicants,American Indian,165
transfer,San Diego,2025,applicants,American Indian,168
transfer,San Diego,2017,applicants,Asian,4858
transfer,San Diego,2018,applicants,Asian,4954
transfer,San Diego,2019,applicants,Asian,5155
transfer,San Diego,2020,applicants,Asian,5709
transfer,San Diego,2021,applicants,Asian,6609
transfer,San Diego,2022,applicants,Asian,6070
transfer,San Diego,2023,applicants,Asian,6301
transfer,San Diego,2024,applicants,Asian,7295
transfer,San Diego,2025,applicants,Asian,7665
transfer,San Diego,2017,applicants,Hispanic/Latino(a),3563
transfer,San Diego,2018,applicants,Hispanic/Latino(a),4053
transfer,San Diego,2019,applicants,Hispanic/Latino(a),4128
transfer,San Diego,2020,applicants,Hispanic/Latino(a),4819
transfer,San Diego,2021,applicants,Hispanic/Latino(a),5211
transfer,San Diego,2022,applicants,Hispanic/Latino(a),4579
transfer,San Diego,2023,applicants,Hispanic/Latino(a),4571
transfer,San Diego,2024,applicants,Hispanic/Latino(a),5330
transfer,San Diego,2025,applicants,Hispanic/Latino(a),5478
transfer,San Diego,2017,applicants,Pacific Islander,57
transfer,San Diego,2018,applicants,Pacific Islander,53
transfer,San Diego,2019,applicants,Pacific Islander,48
transfer,San Diego,2020,applicants,Pacific Islander,58
transfer,San Diego,2021,applicants,Pacific Islander,55
transfer,San Diego,2022,applicants,Pacific Islander,59
transfer,San Diego,2023,applicants,Pacific Islander,48
transfer,San Diego,2024,applicants,Pacific Islander,64
transfer,San Diego,2025,applicants,Pacific Islander,59
transfer,San Diego,2017,applicants,White,4495
transfer,San Diego,2018,applicants,White,4843
transfer,San Diego,2019,applicants,White,4996
transfer,San Diego,2020,applicants,White,5054
transfer,San Diego,2021,applicants,White,5660
transfer,San Diego,2022,applicants,White,5167
transfer,San Diego,2023,applicants,White,5166
transfer,San Diego,2024,applicants,White,5422
transfer,San Diego,2025,applicants,White,5511
transfer,San Diego,2017,applicants,Unknown,460
transfer,San Diego,2018,applicants,Unknown,427
transfer,San Diego,2019,applicants,Unknown,452
transfer,San Diego,2020,applicants,Unknown,689
transfer,San Diego,2021,applicants,Unknown,414
transfer,San Diego,2022,applicants,Unknown,380
transfer,San Diego,2023,applicants,Unknown,480
transfer,San Diego,2024,applicants,Unknown,549
transfer,San Diego,2025,applicants,Unknown,536
transfer,San Diego,2017,applicants,International,3466
transfer,San Diego,2018,applicants,International,3631
transfer,San Diego,2019,applicants,International,3513
transfer,San Diego,2020,applicants,International,3587
transfer,San Diego,2021,applicants,International,3364
transfer,San Diego,2022,applicants,International,2379
transfer,San Diego,2023,applicants,International,2178
transfer,San Diego,2024,applicants,International,2521
transfer,San Diego,2025,applicants,International,2861
transfer,San Diego,2017,admits,African American,350
transfer,San Diego,2018,admits,African American,340
transfer,San Diego,2019,admits,African American,370
transfer,San Diego,2020,admits,African American,431
transfer,San Diego,2021,admits,African American,478
transfer,San Diego,2022,admits,African American,497
transfer,San Diego,2023,admits,African American,537
transfer,San Diego,2024,admits,African American,517
transfer,San Diego,2025,admits,African American,484
transfer,San Diego,2017,admits,American Indian,38
transfer,San Diego,2018,admits,American Indian,49
transfer,San Diego,2019,admits,American Indian,45
transfer,San Diego,2020,admits,American Indian,61
transfer,San Diego,2021,admits,American Indian,54
transfer,San Diego,2022,admits,American Indian,72
transfer,San Diego,2023,admits,American Indian,97
transfer,San Diego,2024,admits,American Indian,81
transfer,San Diego,2025,admits,American Indian,80
transfer,San Diego,2017,admits,Asian,2798
transfer,San Diego,2018,admits,Asian,2715
transfer,San Diego,2019,admits,Asian,2960
transfer,San Diego,2020,admits,Asian,3196
transfer,San Diego,2021,admits,Asian,3739
transfer,San Diego,2022,admits,Asian,3776
transfer,San Diego,2023,admits,Asian,4287
transfer,San Diego,2024,admits,Asian,4015
transfer,San Diego,2025,admits,Asian,4080
transfer,San Diego,2017,admits,Hispanic/Latino(a),1882
transfer,San Diego,2018,admits,Hispanic/Latino(a),1882
transfer,San Diego,2019,admits,Hispanic/Latino(a),2128
transfer,San Diego,2020,admits,Hispanic/Latino(a),2286
transfer,San Diego,2021,admits,Hispanic/Latino(a),2617
transfer,San Diego,2022,admits,Hispanic/Latino(a),2602
transfer,San Diego,2023,admits,Hispanic/Latino(a),2665
transfer,San Diego,2024,admits,Hispanic/Latino(a),2785
transfer,San Diego,2025,admits,Hispanic/Latino(a),2701
transfer,San Diego,2017,admits,Pacific Islander,31
transfer,San Diego,2018,admits,Pacific Islander,20
transfer,San Diego,2019,admits,Pacific Islander,27
transfer,San Diego,2020,admits,Pacific Islander,25
transfer,San Diego,2021,admits,Pacific Islander,24
transfer,San Diego,2022,admits,Pacific Islander,32
transfer,San Diego,2023,admits,Pacific Islander,29
transfer,San Diego,2024,admits,Pacific Islander,27
transfer,San Diego,2025,admits,Pacific Islander,33
transfer,San Diego,2017,admits,Unknown,262
transfer,San Diego,2018,admits,Unknown,221
transfer,San Diego,2019,admits,Unknown,250
transfer,San Diego,2020,admits,Unknown,370
transfer,San Diego,2021,admits,Unknown,232
transfer,San Diego,2022,admits,Unknown,240
transfer,San Diego,2023,admits,Unknown,318
transfer,San Diego,2024,admits,Unknown,293
transfer,San Diego,2025,admits,Unknown,278
transfer,San Diego,2017,admits,White,2647
transfer,San Diego,2018,admits,White,2543
transfer,San Diego,2019,admits,White,2845
transfer,San Diego,2020,admits,White,2857
transfer,San Diego,2021,admits,White,3107
transfer,San Diego,2022,admits,White,3169
transfer,San Diego,2023,admits,White,3238
transfer,San Diego,2024,admits,White,3034
transfer,San Diego,2025,admits,White,2972
transfer,San Diego,2017,admits,International,1548
transfer,San Diego,2018,admits,International,1451
transfer,San Diego,2019,admits,International,1738
transfer,San Diego,2020,admits,International,1999
transfer,San Diego,2021,admits,International,1924
transfer,San Diego,2022,admits,International,1042
transfer,San Diego,2023,admits,International,1093
transfer,San Diego,2024,admits,International,1438
transfer,San Diego,2025,admits,International,1558
transfer,San Diego,2017,enrollees,African American,105
transfer,San Diego,2018,enrollees,African American,115
transfer,San Diego,2019,enrollees,African American,105
transfer,San Diego,2020,enrollees,African American,117
transfer,San Diego,2021,enrollees,African American,114
transfer,San Diego,2022,enrollees,African American,128
transfer,San Diego,2023,enrollees,African American,148
transfer,San Diego,2024,enrollees,African American,140
transfer,San Diego,2025,enrollees,African American,147
transfer,San Diego,2017,enrollees,American Indian,17
transfer,San Diego,2018,enrollees,American Indian,18
transfer,San Diego,2019,enrollees,American Indian,13
transfer,San Diego,2020,enrollees,American Indian,23
transfer,San Diego,2021,enrollees,American Indian,16
transfer,San Diego,2022,enrollees,American Indian,15
transfer,San Diego,2023,enrollees,American Indian,19
transfer,San Diego,2025,enrollees,American Indian,19
transfer,San Diego,2017,enrollees,Asian,833
transfer,San Diego,2018,enrollees,Asian,930
transfer,San Diego,2019,enrollees,Asian,874
transfer,San Diego,2020,enrollees,Asian,998
transfer,San Diego,2021,enrollees,Asian,1144
transfer,San Diego,2022,enrollees,Asian,1096
transfer,San Diego,2023,enrollees,Asian,1197
transfer,San Diego,2024,enrollees,Asian,1368
transfer,San Diego,2025,enrollees,Asian,1342
transfer,San Diego,2017,enrollees,Hispanic/Latino(a),587
transfer,San Diego,2018,enrollees,Hispanic/Latino(a),628
transfer,San Diego,2019,enrollees,Hispanic/Latino(a),648
transfer,San Diego,2020,enrollees,Hispanic/Latino(a),652
transfer,San Diego,2021,enrollees,Hispanic/Latino(a),761
transfer,San Diego,2022,enrollees,Hispanic/Latino(a),701
transfer,San Diego,2023,enrollees,Hispanic/Latino(a),666
transfer,San Diego,2024,enrollees,Hispanic/Latino(a),767
transfer,San Diego,2025,enrollees,Hispanic/Latino(a),779
transfer,San Diego,2017,enrollees,Pacific Islander,10
transfer,San Diego,2018,enrollees,Pacific Islander,9
transfer,San Diego,2019,enrollees,Pacific Islander,9
transfer,San Diego,2020,enrollees,Pacific Islander,8
transfer,San Diego,2021,enrollees,Pacific Islander,11
transfer,San Diego,2022,enrollees,Pacific Islander,5
transfer,San Diego,2023,enrollees,Pacific Islander,9
transfer,San Diego,2025,enrollees,Pacific Islander,7
transfer,San Diego,2017,enrollees,Unknown,83
transfer,San Diego,2018,enrollees,Unknown,65
transfer,San Diego,2019,enrollees,Unknown,62
transfer,San Diego,2020,enrollees,Unknown,98
transfer,San Diego,2021,enrollees,Unknown,54
transfer,San Diego,2022,enrollees,Unknown,52
transfer,San Diego,2023,enrollees,Unknown,74
transfer,San Diego,2024,enrollees,Unknown,79
transfer,San Diego,2025,enrollees,Unknown,71
transfer,San Diego,2017,enrollees,White,765
transfer,San Diego,2018,enrollees,White,810
transfer,San Diego,2019,enrollees,White,792
transfer,San Diego,2020,enrollees,White,724
transfer,San Diego,2021,enrollees,White,815
transfer,San Diego,2022,enrollees,White,775
transfer,San Diego,2023,enrollees,White,786
transfer,San Diego,2024,enrollees,White,821
transfer,San Diego,2025,enrollees,White,789
transfer,San Diego,2017,enrollees,International,465
transfer,San Diego,2018,enrollees,International,546
transfer,San Diego,2019,enrollees,International,659
transfer,San Diego,2020,enrollees,International,716
