high_school,fall_term,applicants,admits,enrollees,admit_rate,yield_rate,city,county,cde_district,cds_code,school_type,charter,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met
MOUNT DIABLO HIGH SCHOOL,2012,37.0,26.0,13.0,0.7027027027027027,0.5,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT DIABLO HIGH SCHOOL,2013,42.0,29.0,13.0,0.6904761904761905,0.4482758620689655,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT DIABLO HIGH SCHOOL,2014,40.0,20.0,15.0,0.5,0.75,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,,,,,,,,,,,,,1309.0,,,,,,
MOUNT DIABLO HIGH SCHOOL,2015,41.0,20.0,11.0,0.4878048780487805,0.55,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,,,,,,278.0,58.6,9.0,34.0,113.0,4.0,3.0,1352.0,1047.0,0.7744082840236687,,,,
MOUNT DIABLO HIGH SCHOOL,2016,37.0,18.0,9.0,0.4864864864864865,0.5,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,,,,,,245.0,51.0,9.0,21.0,85.0,4.0,6.0,1307.0,983.0,0.7521040550879877,2543.6,2510.2,34.0,13.0
MOUNT DIABLO HIGH SCHOOL,2017,17.0,8.0,6.0,0.47058823529411764,0.75,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,303.0,261.0,86.1,89.0,34.1,266.0,59.0,6.0,24.0,118.0,4.0,5.0,1344.0,997.0,0.7418154761904762,2552.1,2504.7,36.0,14.0
MOUNT DIABLO HIGH SCHOOL,2018,49.0,27.0,15.0,0.5510204081632653,0.5555555555555556,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,284.0,236.0,83.1,80.0,33.9,248.0,59.3,13.0,25.0,103.0,4.0,2.0,1392.0,1058.0,0.7600574712643678,2564.8,2509.7,45.64,17.15
MOUNT DIABLO HIGH SCHOOL,2019,40.0,30.0,16.0,0.75,0.5333333333333333,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,243.0,204.0,84.0,75.0,36.8,212.0,48.6,12.0,18.0,66.0,2.0,5.0,1448.0,1157.0,0.7990331491712708,2574.6,2523.8,50.22,20.34
MOUNT DIABLO HIGH SCHOOL,2020,39.0,25.0,7.0,0.6410256410256411,0.28,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,314.0,253.0,80.6,94.0,37.2,266.0,49.2,8.0,26.0,87.0,5.0,5.0,1540.0,1091.0,0.7084415584415584,2539.3,2492.9,36.46,14.58
MOUNT DIABLO HIGH SCHOOL,2021,42.0,29.0,16.0,0.6904761904761905,0.5517241379310345,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,301.0,255.0,84.7,77.0,30.2,258.0,49.6,13.0,22.0,86.0,4.0,3.0,1567.0,1030.0,0.6573069559668155,,,,
MOUNT DIABLO HIGH SCHOOL,2022,62.0,40.0,15.0,0.6451612903225806,0.375,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,318.0,266.0,83.6,90.0,33.8,271.0,55.0,15.0,27.0,96.0,8.0,3.0,,,,2573.2,2548.7,48.23,23.57
MOUNT DIABLO HIGH SCHOOL,2023,43.0,27.0,8.0,0.627906976744186,0.2962962962962963,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,349.0,271.0,77.7,71.0,26.2,275.0,56.7,8.0,20.0,118.0,7.0,3.0,1498.0,911.0,0.6081441922563418,2507.3,2473.0,27.34,9.49
MOUNT DIABLO HIGH SCHOOL,2024,43.0,29.0,18.0,0.6744186046511628,0.6206896551724138,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,428.0,354.0,82.7,94.0,26.6,,,,,,,,1477.0,915.0,0.6194989844278944,2535.7,2473.3,37.75,12.77
MOUNT DIABLO HIGH SCHOOL,2025,36.0,26.0,8.0,0.7222222222222222,0.3076923076923077,Concord,Contra Costa,Mt. Diablo Unified,07617540734566,High Schools (Public),False,318.0,282.0,88.7,69.0,24.5,,,,,,,,1397.0,1118.0,0.800286327845383,2523.0,2471.5,32.18,10.14
MOUNT EDEN HIGH SCHOOL,2005,73.0,55.0,31.0,0.7534246575342466,0.5636363636363636,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2006,71.0,63.0,41.0,0.8873239436619719,0.6507936507936508,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2007,80.0,69.0,42.0,0.8625,0.6086956521739131,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2008,77.0,67.0,40.0,0.8701298701298701,0.5970149253731343,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2009,59.0,39.0,25.0,0.6610169491525424,0.6410256410256411,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2010,66.0,56.0,27.0,0.8484848484848485,0.48214285714285715,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2011,64.0,45.0,19.0,0.703125,0.4222222222222222,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2012,88.0,49.0,31.0,0.5568181818181818,0.6326530612244898,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2013,79.0,39.0,24.0,0.4936708860759494,0.6153846153846154,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT EDEN HIGH SCHOOL,2014,96.0,55.0,37.0,0.5729166666666666,0.6727272727272727,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,,,,,,,,1865.0,,,,,,
MOUNT EDEN HIGH SCHOOL,2015,102.0,56.0,41.0,0.5490196078431373,0.7321428571428571,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,395.0,71.4,33.0,68.0,172.0,6.0,3.0,1935.0,1337.0,0.6909560723514212,,,,
MOUNT EDEN HIGH SCHOOL,2016,88.0,50.0,36.0,0.5681818181818182,0.72,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,,,,,,387.0,72.4,33.0,79.0,157.0,7.0,4.0,2009.0,1391.0,0.6923842707814833,2603.2,2557.0,64.0,23.0
MOUNT EDEN HIGH SCHOOL,2017,110.0,76.0,43.0,0.6909090909090909,0.5657894736842105,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,461.0,423.0,91.8,211.0,49.9,427.0,67.0,37.0,68.0,163.0,14.0,4.0,2007.0,1227.0,0.6113602391629297,2588.0,2544.3,55.0,27.0
MOUNT EDEN HIGH SCHOOL,2018,121.0,57.0,30.0,0.47107438016528924,0.5263157894736842,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,459.0,427.0,93.0,199.0,46.6,427.0,66.3,30.0,71.0,169.0,6.0,7.0,1978.0,1294.0,0.654196157735086,2593.4,2546.8,57.05,24.57
MOUNT EDEN HIGH SCHOOL,2019,108.0,77.0,48.0,0.7129629629629629,0.6233766233766234,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,445.0,411.0,92.4,215.0,52.3,413.0,67.3,45.0,80.0,143.0,2.0,8.0,1979.0,1294.0,0.6538655886811521,2596.4,2565.9,58.39,33.66
MOUNT EDEN HIGH SCHOOL,2020,86.0,60.0,31.0,0.6976744186046512,0.5166666666666667,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,460.0,436.0,94.8,192.0,44.0,439.0,63.8,31.0,80.0,152.0,4.0,13.0,1999.0,1333.0,0.6668334167083542,2598.1,2535.3,58.09,25.86
MOUNT EDEN HIGH SCHOOL,2021,84.0,64.0,35.0,0.7619047619047619,0.546875,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,411.0,359.0,87.3,182.0,50.7,361.0,65.1,32.0,64.0,115.0,11.0,13.0,1967.0,1074.0,0.5460091509913574,,,,
MOUNT EDEN HIGH SCHOOL,2022,96.0,69.0,32.0,0.71875,0.463768115942029,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,455.0,408.0,89.7,166.0,40.7,411.0,58.9,32.0,57.0,142.0,2.0,9.0,,,,,,,
MOUNT EDEN HIGH SCHOOL,2023,110.0,81.0,32.0,0.7363636363636363,0.3950617283950617,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,472.0,398.0,84.3,206.0,51.8,403.0,70.2,32.0,78.0,155.0,8.0,10.0,1947.0,1339.0,0.6877247046738573,2592.9,2533.9,55.12,22.96
MOUNT EDEN HIGH SCHOOL,2024,95.0,67.0,33.0,0.7052631578947368,0.4925373134328358,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,434.0,366.0,84.3,167.0,45.6,,,,,,,,1892.0,1512.0,0.7991543340380549,2581.8,2520.2,56.05,19.61
MOUNT EDEN HIGH SCHOOL,2025,97.0,82.0,28.0,0.845360824742268,0.34146341463414637,Hayward,Alameda,Hayward Unified,01611920135319,High Schools (Public),False,417.0,365.0,87.5,160.0,43.8,,,,,,,,1865.0,1399.0,0.7501340482573726,2575.9,2521.6,49.46,21.59
MOUNT PLEASANT HIGH SCHOOL,2005,63.0,55.0,32.0,0.873015873015873,0.5818181818181818,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2006,37.0,34.0,20.0,0.918918918918919,0.5882352941176471,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2007,48.0,39.0,25.0,0.8125,0.6410256410256411,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2008,75.0,65.0,42.0,0.8666666666666667,0.6461538461538462,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2009,52.0,46.0,23.0,0.8846153846153846,0.5,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2010,60.0,52.0,31.0,0.8666666666666667,0.5961538461538461,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2011,54.0,39.0,22.0,0.7222222222222222,0.5641025641025641,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2012,55.0,43.0,31.0,0.7818181818181819,0.7209302325581395,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2013,48.0,32.0,23.0,0.6666666666666666,0.71875,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2014,57.0,40.0,24.0,0.7017543859649122,0.6,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,,,,,,,,1512.0,,,,,,
MOUNT PLEASANT HIGH SCHOOL,2015,54.0,25.0,15.0,0.46296296296296297,0.6,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,324.0,70.1,10.0,44.0,161.0,6.0,6.0,1452.0,877.0,0.6039944903581267,,,,
MOUNT PLEASANT HIGH SCHOOL,2016,47.0,27.0,20.0,0.574468085106383,0.7407407407407407,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,,,,,,294.0,75.9,19.0,46.0,151.0,4.0,3.0,1380.0,876.0,0.6347826086956522,2592.8,2543.5,58.0,22.0
MOUNT PLEASANT HIGH SCHOOL,2017,44.0,25.0,13.0,0.5681818181818182,0.52,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,347.0,292.0,84.1,120.0,41.1,300.0,72.3,12.0,69.0,130.0,4.0,2.0,1401.0,941.0,0.6716630977872948,2598.1,2554.9,59.0,26.0
MOUNT PLEASANT HIGH SCHOOL,2018,51.0,27.0,15.0,0.5294117647058824,0.5555555555555556,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,333.0,285.0,85.6,116.0,40.7,291.0,78.0,16.0,50.0,154.0,6.0,1.0,1292.0,914.0,0.7074303405572755,2585.5,2540.0,58.04,21.85
MOUNT PLEASANT HIGH SCHOOL,2019,62.0,39.0,18.0,0.6290322580645161,0.46153846153846156,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,294.0,268.0,91.2,131.0,48.9,277.0,68.2,17.0,55.0,107.0,7.0,3.0,1271.0,811.0,0.6380802517702596,2589.7,2555.9,55.36,29.51
MOUNT PLEASANT HIGH SCHOOL,2020,57.0,46.0,24.0,0.8070175438596491,0.5217391304347826,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,313.0,265.0,84.7,118.0,44.5,275.0,73.8,21.0,31.0,140.0,2.0,9.0,1265.0,844.0,0.6671936758893281,2595.7,2554.0,57.62,26.09
MOUNT PLEASANT HIGH SCHOOL,2021,49.0,35.0,12.0,0.7142857142857143,0.34285714285714286,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,299.0,234.0,78.3,112.0,47.9,244.0,71.7,12.0,40.0,113.0,4.0,6.0,1325.0,789.0,0.5954716981132075,,,,
MOUNT PLEASANT HIGH SCHOOL,2022,48.0,37.0,17.0,0.7708333333333334,0.4594594594594595,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,324.0,297.0,91.7,126.0,42.4,315.0,64.4,18.0,47.0,127.0,7.0,4.0,,,,2600.9,2566.9,61.43,29.28
MOUNT PLEASANT HIGH SCHOOL,2023,50.0,33.0,12.0,0.66,0.36363636363636365,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,293.0,251.0,85.7,92.0,36.7,259.0,66.8,11.0,28.0,128.0,4.0,2.0,1209.0,534.0,0.4416873449131513,2588.6,2514.8,52.59,21.43
MOUNT PLEASANT HIGH SCHOOL,2024,29.0,25.0,11.0,0.8620689655172413,0.44,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,296.0,253.0,85.5,98.0,38.7,,,,,,,,1109.0,605.0,0.545536519386835,2586.9,2505.3,56.2,14.29
MOUNT PLEASANT HIGH SCHOOL,2025,39.0,35.0,14.0,0.8974358974358975,0.4,San Jose,Santa Clara,East Side Union High,43694274334900,High Schools (Public),False,278.0,243.0,87.4,89.0,36.6,,,,,,,,998.0,624.0,0.625250501002004,2572.8,2506.8,46.49,17.62
MOUNTAIN VIEW HIGH SCHOOL,2005,141.0,136.0,63.0,0.9645390070921985,0.4632352941176471,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2006,180.0,167.0,89.0,0.9277777777777778,0.5329341317365269,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2007,218.0,208.0,104.0,0.9541284403669725,0.5,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2008,156.0,149.0,76.0,0.9551282051282052,0.5100671140939598,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2009,192.0,175.0,71.0,0.9114583333333334,0.4057142857142857,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2010,200.0,182.0,80.0,0.91,0.43956043956043955,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2011,212.0,177.0,92.0,0.8349056603773585,0.519774011299435,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2012,220.0,164.0,67.0,0.7454545454545455,0.40853658536585363,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2013,214.0,148.0,59.0,0.6915887850467289,0.39864864864864863,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2014,215.0,148.0,60.0,0.6883720930232559,0.40540540540540543,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,,,,,,,,1838.0,,,,,,
MOUNTAIN VIEW HIGH SCHOOL,2015,198.0,131.0,54.0,0.6616161616161617,0.4122137404580153,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,437.0,68.6,46.0,69.0,57.0,25.0,103.0,1836.0,315.0,0.1715686274509804,,,,
MOUNTAIN VIEW HIGH SCHOOL,2016,217.0,184.0,93.0,0.847926267281106,0.5054347826086957,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,,,,,,436.0,82.1,94.0,47.0,96.0,33.0,88.0,1871.0,271.0,0.1448423303046499,2662.7,2671.5,75.0,65.0
MOUNTAIN VIEW HIGH SCHOOL,2017,204.0,144.0,68.0,0.7058823529411765,0.4722222222222222,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,440.0,420.0,95.5,312.0,74.3,430.0,82.6,66.0,53.0,108.0,32.0,96.0,1912.0,270.0,0.1412133891213389,2642.2,2663.2,72.0,63.0
MOUNTAIN VIEW HIGH SCHOOL,2018,228.0,155.0,69.0,0.6798245614035088,0.44516129032258067,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,459.0,434.0,94.6,276.0,63.6,439.0,83.1,67.0,65.0,94.0,36.0,103.0,1969.0,338.0,0.1716607414931437,2683.9,2675.3,85.14,68.5
MOUNTAIN VIEW HIGH SCHOOL,2019,252.0,156.0,62.0,0.6190476190476191,0.3974358974358974,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,460.0,423.0,92.0,344.0,81.3,437.0,80.5,58.0,65.0,75.0,36.0,118.0,2062.0,318.0,0.1542192046556741,2674.7,2680.4,79.41,71.46
MOUNTAIN VIEW HIGH SCHOOL,2020,234.0,178.0,78.0,0.7606837606837606,0.43820224719101125,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,498.0,447.0,89.8,344.0,77.0,465.0,80.9,74.0,61.0,91.0,30.0,120.0,2183.0,317.0,0.1452130096197892,2685.9,2698.7,82.94,71.39
MOUNTAIN VIEW HIGH SCHOOL,2021,261.0,170.0,68.0,0.6513409961685823,0.4,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,500.0,457.0,91.4,394.0,86.2,469.0,80.4,66.0,51.0,91.0,36.0,133.0,2257.0,224.0,0.0992467877713779,,,,
MOUNTAIN VIEW HIGH SCHOOL,2022,309.0,204.0,84.0,0.6601941747572816,0.4117647058823529,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,586.0,552.0,94.2,414.0,75.0,564.0,81.4,83.0,63.0,113.0,39.0,161.0,,,,2723.8,2744.1,88.97,82.67
MOUNTAIN VIEW HIGH SCHOOL,2023,330.0,239.0,89.0,0.7242424242424242,0.3723849372384937,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,595.0,555.0,93.3,453.0,81.6,563.0,82.9,84.0,69.0,103.0,44.0,167.0,2220.0,281.0,0.1265765765765766,2688.1,2695.0,84.11,72.75
MOUNTAIN VIEW HIGH SCHOOL,2024,334.0,248.0,109.0,0.7425149700598802,0.43951612903225806,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,569.0,547.0,96.1,429.0,78.4,,,,,,,,2202.0,288.0,0.1307901907356948,2690.4,2692.2,85.25,69.42
MOUNTAIN VIEW HIGH SCHOOL,2025,341.0,254.0,99.0,0.7448680351906158,0.38976377952755903,Mountain View,Santa Clara,Mountain View-Los Altos Union High,43696094334728,High Schools (Public),False,584.0,554.0,94.9,461.0,83.2,,,,,,,,2187.0,277.0,0.1266575217192501,2686.9,2693.4,82.07,69.2
NAPA HIGH SCHOOL,2005,68.0,67.0,35.0,0.9852941176470589,0.5223880597014925,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2006,68.0,62.0,37.0,0.9117647058823529,0.5967741935483871,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2007,69.0,67.0,40.0,0.9710144927536232,0.5970149253731343,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2008,60.0,59.0,28.0,0.9833333333333333,0.4745762711864407,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2009,83.0,72.0,30.0,0.8674698795180723,0.4166666666666667,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2010,99.0,94.0,36.0,0.9494949494949495,0.3829787234042553,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2011,96.0,72.0,35.0,0.75,0.4861111111111111,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2012,96.0,53.0,25.0,0.5520833333333334,0.4716981132075472,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2013,97.0,55.0,27.0,0.5670103092783505,0.4909090909090909,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
NAPA HIGH SCHOOL,2014,69.0,43.0,22.0,0.6231884057971014,0.5116279069767442,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,,,,,,,,1890.0,,,,,,
NAPA HIGH SCHOOL,2015,88.0,48.0,27.0,0.5454545454545454,0.5625,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,381.0,68.8,22.0,47.0,157.0,6.0,30.0,1916.0,838.0,0.4373695198329854,,,,
NAPA HIGH SCHOOL,2016,97.0,56.0,33.0,0.5773195876288659,0.5892857142857143,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,,,,,,411.0,75.9,30.0,49.0,191.0,9.0,33.0,1884.0,896.0,0.4755838641188959,2571.1,2557.1,47.0,28.0
NAPA HIGH SCHOOL,2017,109.0,60.0,41.0,0.5504587155963303,0.6833333333333333,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,403.0,373.0,92.6,189.0,50.7,387.0,74.7,38.0,46.0,174.0,8.0,23.0,1847.0,872.0,0.4721169463995668,2602.4,2579.7,62.0,34.0
NAPA HIGH SCHOOL,2018,92.0,53.0,27.0,0.5760869565217391,0.5094339622641509,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,386.0,349.0,90.4,184.0,52.7,360.0,74.4,27.0,43.0,157.0,13.0,28.0,1906.0,1021.0,0.5356768100734522,2599.7,2575.6,61.78,34.91
NAPA HIGH SCHOOL,2019,64.0,44.0,31.0,0.6875,0.7045454545454546,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,389.0,360.0,92.5,204.0,56.7,368.0,74.7,30.0,42.0,171.0,4.0,28.0,1892.0,987.0,0.5216701902748414,2599.4,2569.1,60.64,32.42
NAPA HIGH SCHOOL,2020,84.0,54.0,22.0,0.6428571428571429,0.4074074074074074,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,449.0,420.0,93.5,209.0,49.8,418.0,73.4,22.0,42.0,195.0,9.0,39.0,1901.0,940.0,0.4944765912677538,2598.6,2549.6,58.82,25.0
NAPA HIGH SCHOOL,2021,90.0,56.0,30.0,0.6222222222222222,0.5357142857142857,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,457.0,423.0,92.6,194.0,45.9,423.0,72.1,28.0,40.0,211.0,5.0,21.0,1914.0,1080.0,0.5642633228840125,,,,
NAPA HIGH SCHOOL,2022,92.0,55.0,32.0,0.5978260869565217,0.5818181818181818,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,395.0,375.0,94.9,184.0,49.1,374.0,72.5,28.0,41.0,173.0,6.0,23.0,,,,,,,
NAPA HIGH SCHOOL,2023,65.0,41.0,24.0,0.6307692307692307,0.5853658536585366,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,389.0,366.0,94.1,150.0,41.0,364.0,72.5,23.0,37.0,184.0,5.0,15.0,1762.0,1280.0,0.7264472190692395,2549.0,2504.0,42.45,15.45
NAPA HIGH SCHOOL,2024,74.0,52.0,25.0,0.7027027027027027,0.4807692307692308,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,448.0,426.0,95.1,166.0,39.0,,,,,,,,1757.0,1295.0,0.7370517928286853,2580.4,2507.8,51.36,18.16
NAPA HIGH SCHOOL,2025,54.0,38.0,14.0,0.7037037037037037,0.3684210526315789,Napa,Napa,Napa Valley Unified,28662662835601,High Schools (Public),False,389.0,357.0,91.8,122.0,34.2,,,,,,,,1642.0,1222.0,0.7442143727161997,2535.8,2495.0,38.38,12.07
NEA COMMUNITY LEARNING CENTER,2014,14.0,10.0,5.0,0.7142857142857143,0.5,Alameda,Alameda,Alameda Unified,01611190119222,K-12 Schools (Public),True,,,,,,,,,,,,,510.0,,,,,,
