high_school,fall_term,applicants,admits,enrollees,admit_rate,yield_rate,city,county,cde_district,cds_code,school_type,charter,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met
AMERICAN CANYON HIGH SCHOOL,2020,71.0,43.0,27.0,0.6056338028169014,0.627906976744186,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,367.0,350.0,95.4,209.0,59.7,348.0,77.3,26.0,45.0,173.0,10.0,15.0,1670.0,536.0,0.3209580838323353,2623.9,2559.0,67.22,26.59
AMERICAN CANYON HIGH SCHOOL,2021,87.0,50.0,23.0,0.5747126436781609,0.46,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,376.0,351.0,93.4,204.0,58.1,349.0,77.1,21.0,48.0,167.0,22.0,11.0,1707.0,559.0,0.3274751025190393,,,,
AMERICAN CANYON HIGH SCHOOL,2022,101.0,55.0,33.0,0.5445544554455446,0.6,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,409.0,389.0,95.1,228.0,58.6,389.0,72.5,31.0,44.0,169.0,13.0,25.0,,,,,,,
AMERICAN CANYON HIGH SCHOOL,2023,87.0,63.0,39.0,0.7241379310344828,0.6190476190476191,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,442.0,424.0,95.9,240.0,56.6,428.0,75.9,36.0,51.0,205.0,17.0,16.0,1722.0,913.0,0.5301974448315911,2603.0,2542.1,62.21,25.52
AMERICAN CANYON HIGH SCHOOL,2024,120.0,71.0,38.0,0.5916666666666667,0.5352112676056338,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,410.0,386.0,94.1,200.0,51.8,,,,,,,,1698.0,942.0,0.5547703180212014,2593.5,2530.8,58.74,24.46
AMERICAN CANYON HIGH SCHOOL,2025,95.0,67.0,29.0,0.7052631578947368,0.43283582089552236,American Canyon,Napa,Napa Valley Unified,28662660121087,High Schools (Public),False,386.0,369.0,95.6,201.0,54.5,,,,,,,,1720.0,968.0,0.5627906976744186,2606.0,2543.5,60.62,23.04
AMERICAN HIGH SCHOOL,2005,104.0,95.0,54.0,0.9134615384615384,0.5684210526315789,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2006,99.0,91.0,58.0,0.9191919191919192,0.6373626373626373,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2007,164.0,151.0,98.0,0.9207317073170732,0.6490066225165563,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2008,134.0,120.0,86.0,0.8955223880597015,0.7166666666666667,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2009,155.0,127.0,78.0,0.8193548387096774,0.6141732283464567,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2010,137.0,123.0,88.0,0.8978102189781022,0.7154471544715447,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2011,168.0,133.0,69.0,0.7916666666666666,0.518796992481203,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2012,149.0,111.0,80.0,0.7449664429530202,0.7207207207207207,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2013,183.0,142.0,85.0,0.7759562841530054,0.5985915492957746,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
AMERICAN HIGH SCHOOL,2014,210.0,153.0,99.0,0.7285714285714285,0.6470588235294118,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,,,,,,,,1960.0,,,,,,
AMERICAN HIGH SCHOOL,2015,206.0,159.0,104.0,0.7718446601941747,0.6540880503144654,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,436.0,79.6,81.0,62.0,150.0,14.0,40.0,1985.0,368.0,0.1853904282115869,,,,
AMERICAN HIGH SCHOOL,2016,202.0,159.0,94.0,0.7871287128712872,0.5911949685534591,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,,,,,,427.0,83.4,91.0,63.0,161.0,17.0,24.0,2093.0,457.0,0.2183468705207835,2651.8,2647.1,78.0,58.0
AMERICAN HIGH SCHOOL,2017,235.0,181.0,113.0,0.7702127659574468,0.6243093922651933,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,505.0,479.0,94.9,346.0,72.2,488.0,83.4,100.0,86.0,168.0,14.0,39.0,2200.0,367.0,0.1668181818181818,2651.5,2648.9,77.0,57.0
AMERICAN HIGH SCHOOL,2018,251.0,199.0,110.0,0.7928286852589641,0.5527638190954773,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,483.0,465.0,96.3,333.0,71.6,471.0,84.9,106.0,84.0,137.0,26.0,47.0,2273.0,439.0,0.1931368235811702,2683.5,2685.9,83.94,67.76
AMERICAN HIGH SCHOOL,2019,258.0,200.0,135.0,0.7751937984496124,0.675,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,540.0,515.0,95.4,323.0,62.7,534.0,86.3,132.0,72.0,192.0,15.0,50.0,2448.0,492.0,0.2009803921568627,2699.3,2703.3,86.67,73.57
AMERICAN HIGH SCHOOL,2020,279.0,238.0,153.0,0.8530465949820788,0.6428571428571429,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,553.0,515.0,93.1,391.0,75.9,523.0,87.6,146.0,77.0,181.0,21.0,33.0,2519.0,481.0,0.1909487892020643,2701.4,2696.5,88.68,70.26
AMERICAN HIGH SCHOOL,2021,344.0,260.0,122.0,0.7558139534883721,0.46923076923076923,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,574.0,542.0,94.4,399.0,73.6,555.0,83.1,112.0,98.0,144.0,22.0,85.0,2544.0,434.0,0.1705974842767295,,,,
AMERICAN HIGH SCHOOL,2022,406.0,342.0,191.0,0.8423645320197044,0.5584795321637427,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,617.0,601.0,97.4,493.0,82.0,611.0,86.7,183.0,78.0,157.0,22.0,90.0,,,,2732.6,2742.9,89.6,81.74
AMERICAN HIGH SCHOOL,2023,395.0,350.0,192.0,0.8860759493670886,0.5485714285714286,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,628.0,591.0,94.1,468.0,79.2,601.0,85.2,184.0,88.0,135.0,18.0,87.0,2501.0,383.0,0.1531387445021991,2709.8,2703.5,87.01,72.7
AMERICAN HIGH SCHOOL,2024,369.0,298.0,144.0,0.8075880758807588,0.48322147651006714,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,569.0,547.0,96.1,354.0,64.7,,,,,,,,2587.0,506.0,0.1955933513722458,2704.6,2704.1,87.7,72.0
AMERICAN HIGH SCHOOL,2025,409.0,373.0,198.0,0.9119804400977995,0.5308310991957105,Fremont,Alameda,Fremont Unified,01611760130062,High Schools (Public),False,621.0,597.0,96.1,456.0,76.4,,,,,,,,2618.0,653.0,0.2494270435446906,2714.9,2714.7,88.14,72.32
ANALY HIGH SCHOOL,2005,79.0,73.0,44.0,0.9240506329113924,0.6027397260273972,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2006,49.0,47.0,25.0,0.9591836734693877,0.5319148936170213,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2007,65.0,62.0,27.0,0.9538461538461539,0.43548387096774194,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2008,79.0,74.0,40.0,0.9367088607594937,0.5405405405405406,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2009,67.0,62.0,28.0,0.9253731343283582,0.45161290322580644,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2010,59.0,56.0,35.0,0.9491525423728814,0.625,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2011,91.0,70.0,37.0,0.7692307692307693,0.5285714285714286,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2012,69.0,53.0,30.0,0.7681159420289855,0.5660377358490566,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2013,76.0,51.0,32.0,0.6710526315789473,0.6274509803921569,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANALY HIGH SCHOOL,2014,64.0,49.0,31.0,0.765625,0.6326530612244898,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,,,,,,,,1369.0,,,,,,
ANALY HIGH SCHOOL,2015,69.0,46.0,25.0,0.6666666666666666,0.5434782608695652,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,297.0,67.7,19.0,36.0,113.0,7.0,26.0,1317.0,256.0,0.1943811693242217,,,,
ANALY HIGH SCHOOL,2016,63.0,49.0,31.0,0.7777777777777778,0.6326530612244898,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,,,,,,317.0,73.8,30.0,30.0,150.0,5.0,19.0,1273.0,206.0,0.1618224666142969,2652.2,2632.8,77.0,51.0
ANALY HIGH SCHOOL,2017,73.0,43.0,22.0,0.589041095890411,0.5116279069767442,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,328.0,316.0,96.3,176.0,55.7,316.0,76.3,20.0,38.0,146.0,8.0,29.0,1200.0,208.0,0.1733333333333333,2657.0,2634.9,81.0,55.0
ANALY HIGH SCHOOL,2018,53.0,28.0,16.0,0.5283018867924528,0.5714285714285714,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,270.0,257.0,95.2,135.0,52.5,265.0,79.2,15.0,26.0,133.0,9.0,27.0,1145.0,298.0,0.2602620087336244,2667.5,2617.7,85.94,45.1
ANALY HIGH SCHOOL,2019,49.0,34.0,14.0,0.6938775510204082,0.4117647058823529,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,260.0,250.0,96.2,142.0,56.8,254.0,76.4,14.0,27.0,122.0,10.0,21.0,1125.0,296.0,0.2631111111111111,2647.8,2614.8,74.41,46.43
ANALY HIGH SCHOOL,2020,36.0,26.0,8.0,0.7222222222222222,0.3076923076923077,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,247.0,239.0,96.8,115.0,48.1,236.0,70.3,8.0,15.0,110.0,6.0,27.0,1141.0,334.0,0.2927256792287467,2618.8,2564.4,63.33,29.24
ANALY HIGH SCHOOL,2021,72.0,59.0,30.0,0.8194444444444444,0.5084745762711864,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,285.0,276.0,96.8,161.0,58.3,284.0,65.8,29.0,18.0,96.0,8.0,36.0,1158.0,442.0,0.3816925734024179,,,,
ANALY HIGH SCHOOL,2022,70.0,40.0,21.0,0.5714285714285714,0.525,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,340.0,324.0,95.3,192.0,59.3,323.0,68.1,19.0,43.0,126.0,10.0,22.0,,,,2618.7,2622.3,63.46,46.53
ANALY HIGH SCHOOL,2023,76.0,55.0,26.0,0.7236842105263158,0.4727272727272727,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,363.0,355.0,97.8,190.0,53.5,357.0,76.2,24.0,36.0,167.0,8.0,37.0,1466.0,609.0,0.4154160982264666,2589.1,2563.7,53.42,30.5
ANALY HIGH SCHOOL,2024,81.0,51.0,28.0,0.6296296296296297,0.5490196078431373,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,359.0,343.0,95.5,214.0,62.4,,,,,,,,1450.0,616.0,0.4248275862068965,2636.1,2600.0,72.05,39.08
ANALY HIGH SCHOOL,2025,63.0,41.0,17.0,0.6507936507936508,0.4146341463414634,Sebastopol,Sonoma,West Sonoma County Union High,49706074930400,High Schools (Public),False,333.0,318.0,95.5,181.0,56.9,,,,,,,,1473.0,603.0,0.4093686354378819,2601.6,2567.6,60.82,26.71
ANDREW P HILL HIGH SCHOOL,2005,54.0,44.0,31.0,0.8148148148148148,0.7045454545454546,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2006,50.0,47.0,27.0,0.94,0.574468085106383,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2007,77.0,71.0,35.0,0.922077922077922,0.49295774647887325,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2008,106.0,87.0,47.0,0.8207547169811321,0.5402298850574713,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2009,81.0,69.0,37.0,0.8518518518518519,0.5362318840579711,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2010,102.0,89.0,46.0,0.8725490196078431,0.5168539325842697,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2011,95.0,83.0,47.0,0.8736842105263158,0.5662650602409639,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2012,113.0,92.0,54.0,0.8141592920353983,0.5869565217391305,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2013,96.0,57.0,33.0,0.59375,0.5789473684210527,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANDREW P HILL HIGH SCHOOL,2014,102.0,63.0,40.0,0.6176470588235294,0.6349206349206349,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,,,,,,,,2140.0,,,,,,
ANDREW P HILL HIGH SCHOOL,2015,120.0,71.0,41.0,0.5916666666666667,0.5774647887323944,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,422.0,73.7,32.0,45.0,214.0,11.0,9.0,2015.0,1250.0,0.6203473945409429,,,,
ANDREW P HILL HIGH SCHOOL,2016,86.0,64.0,49.0,0.7441860465116279,0.765625,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,,,,,,365.0,73.2,41.0,29.0,186.0,7.0,4.0,1934.0,1226.0,0.6339193381592554,2562.6,2554.5,44.0,28.0
ANDREW P HILL HIGH SCHOOL,2017,90.0,47.0,30.0,0.5222222222222223,0.6382978723404256,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,431.0,347.0,80.5,117.0,33.7,359.0,68.5,25.0,48.0,165.0,7.0,1.0,1883.0,1133.0,0.6016994158258099,2582.1,2538.9,53.0,26.0
ANDREW P HILL HIGH SCHOOL,2018,94.0,53.0,37.0,0.5638297872340425,0.6981132075471698,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,445.0,368.0,82.7,157.0,42.7,381.0,75.1,37.0,48.0,190.0,10.0,1.0,1913.0,1304.0,0.6816518557239938,2567.7,2545.6,50.61,25.24
ANDREW P HILL HIGH SCHOOL,2019,78.0,54.0,26.0,0.6923076923076923,0.48148148148148145,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,425.0,370.0,87.1,165.0,44.6,381.0,74.5,25.0,42.0,204.0,10.0,3.0,1867.0,1182.0,0.6331012319228709,2546.6,2539.5,42.99,23.08
ANDREW P HILL HIGH SCHOOL,2020,82.0,53.0,23.0,0.6463414634146342,0.4339622641509434,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,437.0,368.0,84.2,157.0,42.7,377.0,72.9,20.0,50.0,199.0,3.0,3.0,1868.0,1165.0,0.6236616702355461,2561.2,2543.3,48.17,24.7
ANDREW P HILL HIGH SCHOOL,2021,71.0,46.0,21.0,0.647887323943662,0.45652173913043476,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,460.0,361.0,78.5,129.0,35.7,374.0,72.7,21.0,47.0,192.0,5.0,7.0,1882.0,1046.0,0.5557917109458024,,,,
ANDREW P HILL HIGH SCHOOL,2022,84.0,63.0,35.0,0.75,0.5555555555555556,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,467.0,376.0,80.5,152.0,40.4,405.0,67.9,33.0,45.0,179.0,7.0,11.0,,,,2573.8,2566.0,46.19,27.54
ANDREW P HILL HIGH SCHOOL,2023,54.0,41.0,24.0,0.7592592592592593,0.5853658536585366,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,364.0,299.0,82.1,126.0,42.1,315.0,76.2,22.0,27.0,178.0,6.0,7.0,1715.0,838.0,0.4886297376093294,2560.0,2503.1,48.12,16.26
ANDREW P HILL HIGH SCHOOL,2024,52.0,41.0,14.0,0.7884615384615384,0.34146341463414637,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,382.0,320.0,83.8,115.0,35.9,,,,,,,,1620.0,974.0,0.6012345679012345,2563.9,2506.9,46.91,14.53
ANDREW P HILL HIGH SCHOOL,2025,49.0,39.0,16.0,0.7959183673469388,0.41025641025641024,San Jose,Santa Clara,East Side Union High,43694274332995,High Schools (Public),False,355.0,296.0,83.4,100.0,33.8,,,,,,,,1564.0,1057.0,0.6758312020460358,2563.6,2508.7,45.25,17.46
ANGELO RODRIGUEZ HIGH SCHOOL,2005,44.0,33.0,16.0,0.75,0.48484848484848486,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2006,61.0,52.0,31.0,0.8524590163934426,0.5961538461538461,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2007,66.0,57.0,29.0,0.8636363636363636,0.5087719298245614,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2008,67.0,58.0,27.0,0.8656716417910447,0.46551724137931033,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2009,67.0,61.0,32.0,0.9104477611940298,0.5245901639344263,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2010,84.0,70.0,33.0,0.8333333333333334,0.4714285714285714,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2011,88.0,60.0,32.0,0.6818181818181818,0.5333333333333333,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2012,97.0,55.0,39.0,0.5670103092783505,0.7090909090909091,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2013,101.0,58.0,41.0,0.5742574257425742,0.7068965517241379,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2014,79.0,46.0,32.0,0.5822784810126582,0.6956521739130435,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,,,,,,,,1882.0,,,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2015,80.0,48.0,32.0,0.6,0.6666666666666666,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,454.0,71.6,29.0,55.0,214.0,3.0,24.0,1841.0,577.0,0.3134166214014123,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2016,68.0,40.0,25.0,0.5882352941176471,0.625,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,,,,,,421.0,74.8,24.0,56.0,198.0,7.0,30.0,1820.0,587.0,0.3225274725274725,2626.7,2572.3,72.0,30.0
ANGELO RODRIGUEZ HIGH SCHOOL,2017,72.0,39.0,26.0,0.5416666666666666,0.6666666666666666,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,376.0,349.0,92.8,160.0,45.8,354.0,76.3,24.0,45.0,176.0,5.0,20.0,1774.0,514.0,0.2897406989853439,2628.5,2584.8,73.0,33.0
ANGELO RODRIGUEZ HIGH SCHOOL,2018,83.0,43.0,27.0,0.5180722891566265,0.627906976744186,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,473.0,445.0,94.1,216.0,48.5,449.0,76.2,26.0,44.0,227.0,10.0,35.0,1838.0,582.0,0.3166485310119695,2626.0,2571.5,69.23,31.24
ANGELO RODRIGUEZ HIGH SCHOOL,2019,94.0,61.0,36.0,0.648936170212766,0.5901639344262295,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,425.0,411.0,96.7,218.0,53.0,413.0,70.5,34.0,51.0,170.0,7.0,29.0,1882.0,586.0,0.3113708820403825,2623.3,2579.3,64.44,33.97
ANGELO RODRIGUEZ HIGH SCHOOL,2020,118.0,77.0,52.0,0.652542372881356,0.6753246753246753,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,485.0,461.0,95.1,247.0,53.6,463.0,74.1,51.0,40.0,218.0,11.0,23.0,1978.0,525.0,0.2654196157735086,2620.2,2584.9,64.61,40.47
ANGELO RODRIGUEZ HIGH SCHOOL,2021,95.0,65.0,42.0,0.6842105263157895,0.6461538461538462,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,438.0,414.0,94.5,214.0,51.7,417.0,71.9,40.0,35.0,194.0,5.0,26.0,2008.0,557.0,0.2773904382470119,,,,
ANGELO RODRIGUEZ HIGH SCHOOL,2022,132.0,82.0,45.0,0.6212121212121212,0.5487804878048781,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,511.0,491.0,96.1,313.0,63.7,495.0,72.1,42.0,59.0,204.0,15.0,37.0,,,,2627.9,2572.2,69.52,33.7
ANGELO RODRIGUEZ HIGH SCHOOL,2023,143.0,87.0,51.0,0.6083916083916084,0.5862068965517241,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,526.0,498.0,94.7,294.0,59.0,500.0,81.8,48.0,68.0,245.0,9.0,39.0,2081.0,493.0,0.2369053339740509,2615.4,2567.7,66.33,32.47
ANGELO RODRIGUEZ HIGH SCHOOL,2024,180.0,109.0,54.0,0.6055555555555555,0.4954128440366973,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,508.0,488.0,96.1,321.0,65.8,,,,,,,,2053.0,623.0,0.3034583536288358,2633.2,2590.5,69.23,40.6
ANGELO RODRIGUEZ HIGH SCHOOL,2025,150.0,121.0,50.0,0.8066666666666666,0.4132231404958678,Fairfield,Solano,Fairfield-Suisun Unified,48705404830170,High Schools (Public),False,521.0,505.0,96.9,312.0,61.8,,,,,,,,2111.0,801.0,0.379441023211748,2637.3,2559.6,72.73,29.14
ANN SOBRATO HIGH SCHOOL,2007,40.0,34.0,20.0,0.85,0.5882352941176471,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2008,56.0,49.0,24.0,0.875,0.4897959183673469,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2009,68.0,62.0,33.0,0.9117647058823529,0.532258064516129,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2010,69.0,66.0,30.0,0.9565217391304348,0.45454545454545453,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2011,80.0,66.0,28.0,0.825,0.42424242424242425,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2012,63.0,45.0,26.0,0.7142857142857143,0.5777777777777777,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2013,87.0,46.0,29.0,0.5287356321839081,0.6304347826086957,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
ANN SOBRATO HIGH SCHOOL,2014,85.0,53.0,30.0,0.6235294117647059,0.5660377358490566,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,,,,,,,,1425.0,,,,,,
ANN SOBRATO HIGH SCHOOL,2015,73.0,45.0,24.0,0.6164383561643836,0.5333333333333333,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,290.0,76.6,21.0,54.0,119.0,12.0,16.0,1451.0,416.0,0.2866988283942109,,,,
ANN SOBRATO HIGH SCHOOL,2016,91.0,66.0,33.0,0.7252747252747253,0.5,Morgan Hill,Santa Clara,Morgan Hill Unified,43695830102368,High Schools (Public),False,,,,,,314.0,80.3,32.0,57.0,118.0,14.0,31.0,1477.0,458.0,0.3100880162491536,2654.8,2619.0,76.0,51.0
